DTXSID,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,HIT CALL,PXR_Emax,PXR_assay
DTXSID7040526,487-79-6,C10H15NO4,213.100108,Inactive,0,0
DTXSID7040653,80573-04-2,C17H15N3O6,357.096085,Inactive,0,0
DTXSID7040657,101828-21-1,C23H27N,317.21435,Active,72.03765993,1.125392517
DTXSID7040732,104-12-1,C7H4ClNO,152.998142,Active,33.5636816,1.887248108
DTXSID7040734,118-60-5,C15H22O3,250.156895,Inactive,0,0
DTXSID7040736,23110-15-8,C26H34O7,458.230453,Active,64.7345877,0.78374152
DTXSID7040738,113-52-0,C19H25ClN2,316.170627,Inactive,0,0
DTXSID7040784,123-02-4,C19H32,260.250401,Inactive,0,0
DTXSID7040788,121-00-6,C11H16O2,180.11503,Active,40.07046956,0.715412087
DTXSID7040948,1716-12-7,C10H11NaO2,186.065674,Inactive,0,0
DTXSID7040990,555-60-2,C9H5ClN4,204.020274,Inactive,0,0
DTXSID7041047,99011-02-6,C14H16N4,240.137497,Inactive,0,0
DTXSID7041097,85532-75-8,C21H21ClN2O,352.134241,Active,104.5939449,2.205319368
DTXSID7041126,13755-38-9,C5H4FeN6Na2O3,297.948963,Active,46.2862353,1.033686317
DTXSID7041178,2657-00-3,C10H5N2NaO4S,271.986772,Inactive,0,0
DTXSID7041201,67375-30-8,C22H19Cl2NO3,415.074199,Active,49.08804375,1.670296897
DTXSID7041209,138-87-4,C10H18O,154.135765,Inactive,0,0
DTXSID7041253,95-96-5,C6H8O4,144.042259,Inactive,0,0
DTXSID7041336,136-32-3,C6H2Cl3NaO,217.906892,Active,109.6786608,0.564892931
DTXSID7041388,21282-97-3,C10H14O5,214.084124,Inactive,0,0
DTXSID7041411,96686-51-0,C9H9BrClNO,260.955605,Active,84.94966176,1.730003868
DTXSID7041413,6485-40-1,C10H14O,150.104465,Inactive,0,0
DTXSID7041417,597-09-1,C5H11NO4,149.068808,Inactive,0,0
DTXSID7041461,3737-41-5,C4H4Cl4O2S,255.868611,Inactive,0,0
DTXSID7041467,18480-53-0,C4HCl2NO2S,196.910505,Inactive,0,0
DTXSID7041540,618-88-2,C8H5NO6,211.011687,Inactive,0,0
DTXSID7041544,21145-77-7,C18H26O,258.198365,Active,46.12487212,0.778413812
DTXSID7041621,25059-80-7,C11H10ClNO3S,271.006992,Active,68.58338381,0.885160582
DTXSID7041623,15310-01-7,C13H10INO,322.98071,Active,88.11332967,0.778413812
DTXSID7041625,5251-93-4,C9H9NO4,195.053158,Inactive,0,0
DTXSID7041627,30391-89-0,C10H14N2O,178.110613,Inactive,0,0
DTXSID7041629,135-57-9,C26H20N2O2S2,456.09662,Active,272.9159792,0.81142347
DTXSID7041671,7785-70-8,C10H16,136.125201,Inactive,0,0
DTXSID7041675,76-49-3,C12H20O2,196.14633,Inactive,0,0
DTXSID7041708,1320-07-6,C20H17N4NaO5S,448.081735,Inactive,0,0
DTXSID7041752,56-25-7,C10H12O4,196.073559,Active,104.9236159,3.086997895
DTXSID7041756,16118-49-3,C12H16N2O3,236.116092,Inactive,0,0
DTXSID7041883,1420-07-1,C10H12N2O5,240.074621,Active,101.6677084,1.037747124
DTXSID7041887,60506-81-2,C25H32O12,524.189376,Inactive,0,0
DTXSID7041889,4712-55-4,C12H11O3P,234.044581,Inactive,0,0
DTXSID7041910,17109-49-8,C14H15O2PS2,310.025109,Active,84.88026302,0.844424286
DTXSID7041914,2752-17-2,C4H12N2O,104.094963,Inactive,0,0
DTXSID7041916,2050-60-4,C10H18O4,202.120509,Inactive,0,0
DTXSID7041918,1606-85-5,C8H14O4,174.089209,Inactive,0,0
DTXSID7041962,1978/7/9,C8H20O3Si,192.118171,Active,51.13536478,1.17094702
DTXSID7041964,38260-54-7,C10H17N2O4PS,292.064665,Inactive,0,0
DTXSID7041966,52-85-7,C10H16NO5PS2,325.020752,Active,44.96899714,0.778413812
DTXSID7042011,97-78-9,C15H29NO3,271.214744,Active,42.42660378,0.623008226
DTXSID7042019,69806-34-4,C15H11ClF3NO4,361.03287,Inactive,0,0
DTXSID7042061,125-12-2,C12H20O2,196.14633,Inactive,0,0
DTXSID7042063,24353-61-5,C11H16NO4PS,289.053766,Active,31.7765208,0.85370938
DTXSID7042065,465-73-6,C12H8Cl6,361.875717,Inactive,0,0
DTXSID7042140,21540-35-2,C10H14N2S,194.08777,Inactive,0,0
DTXSID7042146,2905-67-1,C8H6Cl2O2,203.974485,Inactive,0,0
DTXSID7042190,2605-79-0,C12H27NO,201.209264,Inactive,0,0
DTXSID7042196,138-22-7,C7H14O3,146.094294,Inactive,0,0
DTXSID7042198,1907-65-9,C11H17NO2S,227.098,Active,33.53716924,0.69485315
DTXSID7042273,2934/5/6,C12H18O,178.135765,Inactive,0,0
DTXSID7042279,103-60-6,C12H16O3,208.109944,Inactive,0,0
DTXSID7042352,13457-18-6,C14H20N3O5PS,373.086129,Active,67.1751436,0.93652799
DTXSID7042356,2110-18-1,C14H15N,197.120449,Active,34.38738928,0.940664987
DTXSID7042437,1918-18-9,C8H7Cl2NO2,218.985384,Active,65.90205639,0.675203893
DTXSID7042514,87-99-0,C5H12O5,152.068473,Inactive,0,0
DTXSID7043829,2735/4/8,C8H11NO2,153.078979,Inactive,0,0
DTXSID7043873,104-14-3,C8H11NO2,153.078979,Inactive,0,0
DTXSID7043902,4559-86-8,C17H36N2O,284.282764,Inactive,0,0
DTXSID7043908,1205-17-0,C11H12O3,192.078644,Active,30.35310141,0.702207754
DTXSID7043950,149-45-1,C6H4Na2O8S2,313.914298,Inactive,0,0
DTXSID7044132,108319-06-8,C21H18F3N3O3,417.130026,Inactive,0,0
DTXSID7044215,138786-67-1,C16H14F2N3NaO4S,405.057078,Active,53.43832916,0.778413812
DTXSID7044217,144143-96-4,C24H28N2O7S2,520.133794,Inactive,0,0
DTXSID7044267,82586-52-5,C27H35ClN2O7,534.213279,Active,30.80654897,1.078937102
DTXSID7044340,145701-23-1,C12H8F3N5O3S,359.029995,Inactive,0,0
DTXSID7044342,203313-25-1,C21H27NO5,373.188923,Active,46.86032323,0.583826397
DTXSID7044346,68-19-9,C63H88CoN14O14P,1354.5674,Inactive,0,0
DTXSID7044390,6610-29-3,C2H7N3S,105.036068,Inactive,0,0
DTXSID7044392,1993/4/9,C11H10O,158.073165,Inactive,0,0
DTXSID7044394,98-53-3,C10H18O,154.135765,Inactive,0,0
DTXSID7044396,143-24-8,C10H22O5,222.146724,Inactive,0,0
DTXSID7044398,1497-49-0,C17H17ClN2,284.108026,Active,31.13856866,0.509994971
DTXSID7044421,350-03-8,C7H7NO,121.052764,Inactive,0,0
DTXSID7044423,3724-43-4,C3H7Cl2N,126.995555,Inactive,0,0
DTXSID7044425,3878-55-5,C5H8O4,132.042259,Inactive,0,0
DTXSID7044427,4394-85-8,C5H9NO2,115.063329,Inactive,0,0
DTXSID7044429,4422-95-1,C9H3Cl3O3,263.914777,Inactive,0,0
DTXSID7044471,93-60-7,C7H7NO2,137.047678,Inactive,0,0
DTXSID7044473,98-66-8,C6H5ClO3S,191.964793,Inactive,0,0
DTXSID7044475,491-07-6,C10H18O,154.135765,Inactive,0,0
DTXSID7044479,14814-09-6,C9H22O3SSi,238.105892,Inactive,0,0
DTXSID7044500,10147-40-7,C12H25ClO2S,268.126379,Inactive,0,0
DTXSID7044502,102-40-9,C10H14O4,198.089209,Inactive,0,0
DTXSID7044504,10325-94-7,CdN2O6,237.879001,Active,56.68855575,3.261930102
DTXSID7044506,103-45-7,C10H12O2,164.08373,Inactive,0,0
DTXSID7044508,10361-37-2,BaCl2,207.842952,Inactive,0,0
DTXSID7044552,142-03-0,C4H7AlO5,162.010887,Inactive,0,0
DTXSID7044554,15826-37-6,C23H14Na2O11,512.03315,Inactive,0,0
DTXSID7044558,2597-93-5,C11H7Cl6HgNO2,596.831438,Inactive,0,0
DTXSID7044631,26576-46-5,C11H11N3O3,233.080041,Inactive,0,0
DTXSID7044633,26807-65-8,C16H16ClN3O3S,365.06009,Active,56.14922432,0.965222907
DTXSID7044635,2695-37-6,C8H7NaO3S,206.00136,Active,119.6043215,1.044179286
DTXSID7044639,29091-09-6,C7HCl2F3N2O4,303.926546,Active,62.51746299,1.309605548
DTXSID7044681,50-63-5,C18H32ClN3O8P2,515.135317,Inactive,0,0
DTXSID7044685,52196-74-4,C10H13ClO2,200.060407,Inactive,0,0
DTXSID7044689,5437-98-9,C11H13NO3,207.089543,Inactive,0,0
DTXSID7044710,64063-37-2,C7H7Cl2N,174.995555,Active,26.3814724,0.778413812
DTXSID7044712,6770-38-3,C10H14O2,166.09938,Inactive,0,0
DTXSID7044714,67953-08-6,C11H14ClN3O5,303.062198,Inactive,0,0
DTXSID7044716,6837-24-7,C10H17NO,167.131014,Inactive,0,0
DTXSID7044718,68555-86-2,C21H19N4NaO5S,462.097385,Inactive,0,0
DTXSID7044760,10024-93-8,Cl3Nd,246.81429,Inactive,0,0
DTXSID7044762,10217-34-2,C14H28O4Si,288.175686,Inactive,0,0
DTXSID7044764,103-48-0,C12H16O2,192.11503,Inactive,0,0
DTXSID7044768,10381-75-6,C7H7BrN4O2,257.975238,Inactive,0,0
DTXSID7044841,1565-94-2,C29H36O8,512.241018,Active,43.79116507,0.778413812
DTXSID7044843,15905-32-5,C20H8I4O5,835.65505,Inactive,0,0
DTXSID7044845,16215-21-7,C7H14O2S,162.071451,Inactive,0,0
DTXSID7044847,1660-95-3,C13H30O6P2,344.151763,Active,40.78652078,1.033686317
DTXSID7044849,16691-43-3,C2H4N4S,116.015667,Inactive,0,0
DTXSID7044893,25354-97-6,C16H32O2,256.24023,Inactive,0,0
DTXSID7044895,25804-49-3,C11H14O3,194.094294,Active,89.47093834,0.803543756
DTXSID7044897,2612-29-5,C5H12O2,104.08373,Inactive,0,0
DTXSID7044899,26842-43-3,C7H14N2,126.115698,Inactive,0,0
DTXSID7044922,3445/11/2,C6H11NO2,129.078979,Inactive,0,0
DTXSID7044926,36177-92-1,C13H28N2,212.225249,Inactive,0,0
DTXSID7044928,36673-16-2,C18H42N2O8Ti,462.242058,Inactive,0,0
DTXSID7044970,65983-31-5,C15H20O3,248.141245,Inactive,0,0
DTXSID7044972,6701-13-9,C18H30O4,310.214409,Inactive,0,0
DTXSID7044974,6711-48-4,C10H25N3,187.204848,Inactive,0,0
DTXSID7044976,682-09-7,C12H22O3,214.156895,Inactive,0,0
DTXSID7044978,68928-76-7,, ,Inactive,0,0
DTXSID7045029,10262-69-8,C20H23N,277.18305,Inactive,0,0
DTXSID7045152,1841-19-6,C29H31F2N3O,475.243519,Active,40.25104675,1.393743663
DTXSID7045158,118909-22-1,C17H18N2O5,330.121572,Inactive,0,0
DTXSID7045281,116-43-8,C13H13N3O5S2,355.029663,Inactive,0,0
DTXSID7045287,127-71-9,C13H12N2O3S,276.056863,Inactive,0,0
DTXSID7045310,467-55-0,C27H42O4,430.30831,Inactive,0,0
DTXSID7045312,481-06-1,C15H18O3,246.125594,Active,135.1021765,1.472332564
DTXSID7045316,522-48-5,C13H17ClN2,236.108026,Inactive,0,0
DTXSID7045364,2062-84-2,C22H24FN3O2,381.185255,Active,47.29855546,1.180602286
DTXSID7045366,2139-47-1,C17H16N4O2,308.127326,Inactive,0,0
DTXSID7045368,2438-72-4,C12H17NO3,223.120843,Active,32.88898836,1.033686317
DTXSID7045441,23327-57-3,C17H20ClNO,289.123342,Inactive,0,0
DTXSID7045447,27523-40-6,C18H14Cl4N2O,413.986024,Active,183.0526058,1.371153207
DTXSID7045493,63074-08-8,C19H26ClN5O4,423.167332,Active,29.84600495,0.948827417
DTXSID7045497,65513-72-6,C19H18Cl2N2O4,408.064363,Active,83.71403988,1.033686317
DTXSID7045522,89796-99-6,C16H13Cl2NO4,353.022163,Active,31.40975169,0.890376342
DTXSID7045526,96036-03-2,C17H25N3O5S,383.151492,Inactive,0,0
DTXSID7045570,7177-50-6,C21H23N2NaO6S,454.117452,Inactive,0,0
DTXSID7045572,7421-40-1,C34H48Na2O7,614.319542,Inactive,0,0
DTXSID7045574,24356-60-3,C17H16N3NaO6S2,445.037822,Inactive,0,0
DTXSID7045576,26159-34-2,C14H13NaO3,252.076239,Inactive,0,0
DTXSID7045578,207801-27-2,C20H26N2O4,358.189257,Inactive,0,0
DTXSID7045601,92953-10-1,C28H44ClNO3S,509.273043,Inactive,0,0
DTXSID7045607,27848-84-6,C24H26BrN3O3,483.115755,Inactive,0,0
DTXSID7045651,123040-69-7,C17H20ClN3O3,349.119319,Inactive,0,0
DTXSID7045653,1166-34-3,C20H24N2OS,340.160935,Active,35.37985677,0.883073473
DTXSID7045655,51411-04-2,C14H9NO4,255.053158,Inactive,0,0
DTXSID7045659,98330-05-3,C10H13ClN2S,228.048797,Inactive,0,0
DTXSID7045788,550-99-2,C14H15ClN2,246.092376,Inactive,0,0
DTXSID7045811,104076-39-3,C30H35N3O9S,613.209401,Active,83.4532342,1.605649275
DTXSID7045813,119615-63-3,C14H11ClN4O,286.062139,Inactive,0,0
DTXSID7045815,61129-30-4,C16H21BrCl2N2O,406.021432,Inactive,0,0
DTXSID7045863,13187-06-9,C23H23NO4S,409.134779,Active,44.57021611,1.033686317
DTXSID7045867,4245-41-4,C20H26O3,314.188195,Active,121.5567658,0.938024802
DTXSID7045940,14222-60-7,C9H12N2S,180.07212,Inactive,0,0
DTXSID7045942,58066-85-6,C21H46NO4P,407.316446,Inactive,0,0
DTXSID7045946,82626-48-0,C19H21N3O,307.168462,Active,51.79304659,1.122776487
DTXSID7045948,210353-53-0,C19H24FN5O7S,485.138047,Inactive,0,0
DTXSID7045996,489-84-9,C15H18,198.140851,Active,51.80474912,1.518009128
DTXSID7046041,122-46-3,C9H10O2,150.06808,Inactive,0,0
DTXSID7046045,537-55-3,C11H13NO4,223.084458,Inactive,0,0
DTXSID7046047,129-81-7,C11H11IN2O,313.99161,Inactive,0,0
DTXSID7046091,109826-26-8,C26H28N4O2,428.221226,Active,119.0285394,1.077068088
DTXSID7046093,161605-73-8,C14H15F3N3O6P,409.065057,Inactive,0,0
DTXSID7046095,26305-03-3,C34H63N5O9,685.462579,Inactive,0,0
DTXSID7046126,70989-04-7,C12H14N2O2,218.105528,Inactive,0,0
DTXSID7046128,82956-11-4,C21H25N5O8S2,539.114455,Inactive,0,0
DTXSID7046174,886-08-8,C14H13NO,211.099714,Inactive,0,0
DTXSID7046176,33414-36-7,C22H24F3N3O2S,451.154133,Active,63.69170186,0.991440659
DTXSID7046201,113617-63-3,C19H20F3N3O3,395.145676,Inactive,0,0
DTXSID7046207,112885-42-4,C27H33ClFN3O10,613.18385,Active,174.2550894,1.736891566
DTXSID7046332,69-27-2,C14H20Cl6N2,425.975765,Inactive,0,0
DTXSID7046384,94746-78-8,C18H25N3O4,347.184506,Inactive,0,0
DTXSID7046386,579-23-7,C22H22O5,366.146724,Inactive,0,0
DTXSID7046388,490-55-1,C9H9N3S,191.051718,Inactive,0,0
DTXSID7046415,54-30-8,C19H32N2O2,320.246378,Active,37.7668446,1.033686317
DTXSID7046417,58473-74-8,C11H12BrNO,253.010227,Active,108.5110185,0.956793526
DTXSID7046419,1693-37-4,C9H11NO2,165.078979,Inactive,0,0
DTXSID7046461,1248-42-6,C22H26ClNO4,403.155036,Active,31.83234561,0.94894442
DTXSID7046463,59937-28-9,C12H16O4S2,288.049001,Active,115.199189,1.067485014
DTXSID7046465,67392-87-4,C24H30O3,366.219495,Inactive,0,0
DTXSID7046467,74863-84-6,C23H36N6O5S,508.246789,Inactive,0,0
DTXSID7046594,41468-25-1,C8H12NO7P,265.035139,Inactive,0,0
DTXSID7046623,100299-08-9,C10H7KN6O,266.03184,Inactive,0,0
DTXSID7046627,147536-97-8,C27H29N5O6S,551.183855,Active,40.28705563,1.361938971
DTXSID7046673,188627-80-7,C35H49N11O9S2,831.315615,Inactive,0,0
DTXSID7046675,231277-92-2,C29H26ClFN4O4S,580.134732,Inactive,0,0
DTXSID7046677,23182-46-9,C23H30BrNO3,447.140907,Inactive,0,0
DTXSID7046706,1188-38-1,C6H10N2O5,190.058971,Inactive,0,0
DTXSID7046756,638-94-8,C24H32O6,416.219889,Active,46.6710739,1.736089539
DTXSID7046831,676-46-0,C4H4Na2O5,177.985412,Inactive,0,0
DTXSID7046887,55870-64-9,C19H37N5O7,447.269299,Inactive,0,0
DTXSID7046889,1239-29-8,C20H30N2O2,330.230728,Active,129.0899339,1.032241084
DTXSID7046910,27589-33-9,C12H11ClN6O2S2,370.007344,Active,178.4732435,1.364953161
DTXSID7046912,89396-94-1,C20H28ClN3O6,441.166663,Inactive,0,0
DTXSID7046914,110221-44-8,C23H29ClN2O5S2,512.120642,Inactive,0,0
DTXSID7046966,1960/2/6,C20H46N8O4S,494.336273,Inactive,0,0
DTXSID7047061,629-78-7,C17H36,240.281701,Inactive,0,0
DTXSID7047065,91-16-7,C8H10O2,138.06808,Inactive,0,0
DTXSID7047067,491-35-0,C10H9N,143.073499,Inactive,0,0
DTXSID7047140,NOCAS_47140,, ,Active,35.60621855,0.778413812
DTXSID7047142,432-25-7,C10H16O,152.120115,Active,90.27593247,0.934810535
DTXSID7047144,3697-42-5,C22H32Cl4N10,576.156552,Inactive,0,0
DTXSID7047146,130-80-3,C24H28O4,380.198759,Active,33.03411835,1.146110091
DTXSID7047190,2305/5/7,C12H22O2,198.16198,Active,56.86309115,0.778413812
DTXSID7047192,28069-72-9,C9H16O,140.120115,Inactive,0,0
DTXSID7047196,23747-48-0,C8H10N2,134.084398,Inactive,0,0
DTXSID7047198,39255-32-8,C8H16O2,144.11503,Inactive,0,0
DTXSID7047271,676116-04-4,C26H34N4O4S2,530.202148,Active,77.54521273,1.658086353
DTXSID7047277,361343-19-3,C22H23Cl2N3OS,447.093889,Active,32.60956123,1.924352725
DTXSID7047279,261947-38-0,C27H27F9N2O3,598.187796,Active,34.75046157,2.975058246
DTXSID7047304,135080-03-4,C14H7Cl2FN2O3S,371.953847,Active,54.74349141,0.989906983
DTXSID7047306,290352-28-2,C19H19NO5,341.126323,Inactive,0,0
DTXSID7047308,158081-99-3,C28H28O4,428.198759,Active,117.5607779,0.506966382
DTXSID7047356,473289-62-2,C22H28N2O5S,432.171893,Inactive,0,0
DTXSID7047358,439687-69-1,C30H32ClN3O8S,629.159864,Active,139.1882162,1.093434932
DTXSID7047433,474-86-2,C18H20O2,268.14633,Active,176.7577227,1.020960153
DTXSID7047435,426-13-1,C22H29FO4,376.204988,Active,102.9550643,0.671786362
DTXSID7047437,18436-37-8,C10H18O2,170.13068,Inactive,0,0
DTXSID7047439,122-73-6,C12H18O,178.135765,Inactive,0,0
DTXSID7047487,1072-15-7,C9H19NaO4S,246.090175,Inactive,0,0
DTXSID7047510,103-37-7,C11H14O2,178.09938,Inactive,0,0
DTXSID7047512,143983-91-9,Cl3H4InO2,255.831566,Inactive,0,0
DTXSID7047518,16595-80-5,C11H13ClN2S,240.048797,Inactive,0,0
DTXSID7047560,31501-11-8,C12H22O2,198.16198,Inactive,0,0
DTXSID7047562,67883-79-8,C11H18O2,182.13068,Inactive,0,0
DTXSID7047568,41394-05-2,C10H10N4O,202.085461,Inactive,0,0
DTXSID7047641,112-66-3,C14H28O2,228.20893,Inactive,0,0
DTXSID7047643,1193-81-3,C8H16O,128.120115,Inactive,0,0
DTXSID7047645,121-98-2,C9H10O3,166.062994,Inactive,0,0
DTXSID7047647,122-69-0,C18H16O2,264.11503,Inactive,0,0
DTXSID7047649,122-91-8,C9H10O3,166.062994,Inactive,0,0
DTXSID7047691,589-66-2,C8H14O2,142.09938,Inactive,0,0
DTXSID7047693,591-12-8,C5H6O2,98.036779,Inactive,0,0
DTXSID7047697,63449-68-3,C17H13NO2,263.094629,Active,38.76160855,0.778413812
DTXSID7047726,63477-41-8,C11H14O2,178.09938,Inactive,0,0
DTXSID7047772,132-18-3,C19H24ClNO,317.154642,Active,50.93708124,0.991999726
DTXSID7047774,554-92-7,C21H29ClN2O5,424.1765,Inactive,0,0
DTXSID7047776,637-32-1,C11H17Cl2N5,289.086101,Inactive,0,0
DTXSID7047801,121268-17-5,C4H18NNaO10P2,325.030364,Inactive,0,0
DTXSID7047803,859-18-7,C18H35ClN2O6S,442.190436,Inactive,0,0
DTXSID7047807,1215-83-4,C14H23Cl2NO,291.11567,Inactive,0,0
DTXSID7047853,18556-44-0,, ,Active,77.09848624,1.586028867
DTXSID7047930,350493-08-2,C11H17F6N3O4S2,433.056467,Inactive,0,0
DTXSID7047932,186088-50-6,C9H14F6NP,281.076805,Inactive,0,0
DTXSID7047934,74440-81-6,C11H18BrN,243.062263,Active,60.4785985,0.939858314
DTXSID7047936,797789-00-5,C11H18F6NP,309.108106,Active,28.11985495,1.25708199
DTXSID7047938,56511-17-2,C9H20IN,269.06404,Inactive,0,0
DTXSID7048166,NOCAS_48166,C19H21N3O8,419.132865,Inactive,0,0
DTXSID7048168,129299-90-7,C18H20ClN3O,329.12949,Active,39.21241762,0.829566334
DTXSID7048580,361442-04-8,C18H25N3O2,315.194677,Inactive,0,0
DTXSID7048582,147816-23-7,C23H30ClN5O8S2,603.122433,Inactive,0,0
DTXSID7048619,122341-38-2,C44H32N4O4,680.242356,Inactive,0,0
DTXSID7048661,90038-01-0,C12H15ClN2,222.092376,Inactive,0,0
DTXSID7048669,72822-13-0,C19H28ClN5,361.203324,Inactive,0,0
DTXSID7048740,526-99-8,C6H10O8,210.037567,Inactive,0,0
DTXSID7048744,555-77-1,C6H12Cl3N,203.003533,Inactive,0,0
DTXSID7048746,254877-67-3,C21H19Cl2N3O6S3,574.981304,Active,95.64983474,1.137694241
DTXSID7048790,132810-10-7,C23H30FN3,367.242376,Inactive,0,0
DTXSID7048792,NOCAS_48792,C17H17N3O6,359.111735,Inactive,0,0
DTXSID7048794,14261-75-7,C13H18ClNO2,255.102607,Inactive,0,0
DTXSID7048796,79714-31-1,C16H21NO4S,323.119129,Active,84.87321194,1.033686317
DTXSID7048798,128420-61-1,C46H73ClN4O9,860.506608,Inactive,0,0
DTXSID7048821,82547-58-8,C16H17N9O5S2,479.079407,Inactive,0,0
DTXSID7048823,156137-99-4,C37H61BrN2O4,676.381471,Inactive,0,0
DTXSID7048825,1421-14-3,C18H27NO5,337.188923,Active,90.49066933,1.151209642
DTXSID7048827,25803-14-9,C19H16ClNO4,357.076786,Inactive,0,0
DTXSID7048829,31188-99-5,C15H19NO3,261.136493,Active,42.55228487,1.066790794
DTXSID7048871,3239-45-0,C12H17ClF3N,267.100162,Inactive,0,0
DTXSID7048873,20224-45-7,C12H18N2O3,238.131742,Inactive,0,0
DTXSID7048875,340-57-8,C15H11ClN2O,270.055991,Active,104.7473444,0.719727713
DTXSID7048877,36415-61-9,, ,Inactive,0,0
DTXSID7048879,832-92-8,C11H18ClNO3,247.097521,Inactive,0,0
DTXSID7048900,2426-63-3,C17H27ClN2O,310.181191,Inactive,0,0
DTXSID7048902,106133-22-6,C19H24N2O8,408.153266,Inactive,0,0
DTXSID7048904,1422-07-7,C18H22ClNO3,335.128821,Active,50.66584678,0.778413812
DTXSID7048908,509-60-4,C17H21NO3,287.152144,Inactive,0,0
DTXSID7048954,51952-41-1,, ,Inactive,0,0
DTXSID7049003,81161-17-3,C16H26ClNO4,331.155036,Inactive,0,0
DTXSID7049007,50847-11-5,C14H18N2O,230.141913,Active,50.18910222,1.090566276
DTXSID7049051,918639-10-8,C27H33Cl2N5O4,561.19096,Active,26.11334719,2.15403605
DTXSID7049055,109732-56-1,C15H20INOS,389.03103,Inactive,0,0
DTXSID7049059,144598-75-4,C23H27FN4O3,426.206719,Inactive,0,0
DTXSID7049211,1222-98-6,C15H11NO3,253.073893,Active,230.3419936,1.026323885
DTXSID7049213,131-09-9,C14H7ClO2,242.013457,Inactive,0,0
DTXSID7049215,13706-86-0,C7H12O2,128.08373,Inactive,0,0
DTXSID7049217,143314-14-1,C6H11N3O3,173.080041,Inactive,0,0
DTXSID7049219,145022-45-3,C7H14N2O3S,206.072513,Inactive,0,0
DTXSID7049261,2835-97-4,C7H9NO,123.068414,Active,33.21241777,0.606154028
DTXSID7049263,286453-46-1,C10H16BF4N,237.131192,Inactive,0,0
DTXSID7049265,2973-80-0,C7H5BrO2,199.947292,Active,74.04164232,0.576451656
DTXSID7049267,32353-64-3,C10H16IN,277.03274,Inactive,0,0
DTXSID7049269,327022-58-2,C8H18F6NP,273.108106,Inactive,0,0
DTXSID7049340,63041-77-0,C21H14,266.10955,Inactive,0,0
DTXSID7049342,65039-05-6,C8H15IN2,266.02799,Inactive,0,0
DTXSID7049344,65055-17-6,C7H3Cl2FO,191.954498,Inactive,0,0
DTXSID7049346,6579-54-0,C6H3Cl3O2S,243.891934,Inactive,0,0
DTXSID7049348,693-58-3,C9H19Br,206.067014,Inactive,0,0
DTXSID7049390,1224852-54-3,C9H18F3NO3S,277.095949,Inactive,0,0
DTXSID7049392,100-11-8,C7H6BrNO2,214.958191,Inactive,0,0
DTXSID7049394,10373-78-1,C10H14O2,166.09938,Inactive,0,0
DTXSID7049396,1118-71-4,C11H20O2,184.14633,Inactive,0,0
DTXSID7049398,116-26-7,C10H14O,150.104465,Inactive,0,0
DTXSID7049421,590-47-6,C5H13NO3,135.089543,Inactive,0,0
DTXSID7049423,621-59-0,C8H8O3,152.047344,Inactive,0,0
DTXSID7049425,670-54-2,C6N4,128.012296,Inactive,0,0
DTXSID7049427,723-62-6,C15H10O2,222.06808,Inactive,0,0
DTXSID7049429,82-86-0,C12H6O2,182.036779,Active,74.5481705,0.654108867
DTXSID7049471,NOCAS_49471,, ,Inactive,0,0
DTXSID7049473,NOCAS_49473,, ,Inactive,0,0
DTXSID7049475,NOCAS_49475,, ,Inactive,0,0
DTXSID7049477,NOCAS_49477,, ,Inactive,0,0
DTXSID7049479,NOCAS_49479,, ,Inactive,0,0
DTXSID7049500,NOCAS_49500,, ,Inactive,0,0
DTXSID7049502,NOCAS_49502,, ,Active,35.13481212,1.243887611
DTXSID7049504,NOCAS_49504,, ,Active,25.2751219,1.135301543
DTXSID7049506,NOCAS_49506,, ,Inactive,0,0
DTXSID7049508,NOCAS_49508,, ,Inactive,0,0
DTXSID7049550,NOCAS_49550,, ,Active,48.77533482,0.931765304
DTXSID7049552,NOCAS_49552,, ,Inactive,0,0
DTXSID7049554,NOCAS_49554,, ,Active,32.82967306,1.281712396
DTXSID7049556,NOCAS_49556,, ,Inactive,0,0
DTXSID7049558,NOCAS_49558,, ,Inactive,0,0
DTXSID7051474,102-85-2,C12H27O3P,250.169782,Inactive,0,0
DTXSID7051557,108-48-5,C7H9N,107.073499,Inactive,0,0
DTXSID7051715,14205-39-1,C5H9NO2,115.063329,Inactive,0,0
DTXSID7051890,23726-91-2,C13H20O,192.151415,Inactive,0,0
DTXSID7052101,4390/4/9,C16H34,226.266051,Inactive,0,0
DTXSID7052109,4584-46-7,C4H11Cl2N,143.026855,Inactive,0,0
DTXSID7052284,612-12-4,C8H8Cl2,174.000306,Active,29.69709614,0.731502288
DTXSID7052288,615-13-4,C9H8O,132.057515,Active,54.56340718,0.675220299
DTXSID7052311,628-81-9,C6H14O,102.104465,Inactive,0,0
DTXSID7052319,635-22-3,C6H5ClN2O2,172.003955,Active,47.40030529,0.566356825
DTXSID7052446,700-13-0,C9H12O2,152.08373,Inactive,0,0
DTXSID7052529,7786-61-0,C9H10O2,150.06808,Inactive,0,0
DTXSID7052571,82-44-0,C14H7ClO2,242.013457,Active,36.87091943,1.452684288
DTXSID7052573,827-94-1,C6H4Br2N2O2,293.863953,Active,29.59231565,0.951208902
DTXSID7052577,84-58-2,C8Cl2N2O2,225.933683,Inactive,0,0
DTXSID7052602,89-61-2,C6H3Cl2NO2,190.954084,Inactive,0,0
