CASRN,DTXSID,Name,Formula,PPARg_Emax,PPARg_assay,LXR_Emax,LXR_assay,FXR_Emax,FXR_assay,PXR_Emax,PXR_assay,BCF,LogP,Predicted concentration in human blood (μM),
2423-66-7,DTXSID8046165,Quindoxin,C8H6N2O2,,,,,,,,, ,1.6683,9.95E-05,
17316-67-5,DTXSID5048681,Butafosfan,C7H18NO2P,,,,,,,,, ,1.02222,0.000216,
37561-27-6,DTXSID8046296,Fenoverine,C26H25N3O3S,0,0,,,0,0,119.539394,1.311225457, ,3.89558,9.12E-05,
115344-47-3,DTXSID0045202,Siguazodan,C14H16N6O,0,0,,,0,0,0,0, ,1.2665,0.00243,
4991-65-5,DTXSID5045885,Thioxolone,C7H4O3S,,,,,,,,, ,1.33325,0.00194,
17692-71-6,DTXSID4046107,Vanitiolide,C12H15NO3S,0,0,,,0,0,0,0, ,1.0107,0.000174,
61570-90-9,DTXSID7046178,Tioxidazole,C12H14N2O3S,,,,,,,,,6.30957,2.60913,0.000209,
71109-09-6,DTXSID5049077,Quadrisol,C19H22O2,,,,,,,,,40.5509,4.05391,3.98E-05,
490-46-0,DTXSID4045133,(-)-Epicatechin,C15H14O6,0,0,,,0,0,0,0,4.83059,0.513456,0.00388,
2760-98-7,DTXSID2038813,Isophthalyl dihydrazide,C8H10N4O2,0,0,0,0,0,0,52.82172937,0.1, ,-0.425857,9.41E-05,
2648-61-5,DTXSID1051939,"2,2-Dichloro-1-phenylethanone",C8H6Cl2O,,,1.079042974,1.635110911,,,0,0,16.1808,2.48981,0.000147,
3148-73-0,DTXSID7020390,"N,N'-Diacetylhydrazine",C4H8N2O2,0,0,,,0,0,0,0,0.296483,-1.14881,9.58E-05,
1779-48-2,DTXSID0027436,Phenylphosphinic acid,C6H7O2P,0,0,,,0,0,0,0, ,0.671782,0.0057,
1885-29-6,DTXSID9051824,2-Aminobenzonitrile,C7H6N2,,,0,0,,,0,0,3.06902,1.39956,0.000504,
5344-27-4,DTXSID4044953,2-(Pyridin-4-yl)ethanol,C7H9NO,0,0,0,0,0,0,0,0,4.09261,0.0998596,0.00234,
127254-12-0,DTXSID5048847,Sitafloxacin,C19H18ClF2N3O3,0,0,,,0,0,0,0, , ,0.00105,
81-27-6,DTXSID1023576,Sennoside A,C42H38O20,,,,,,,,, ,1.13217,0.00184,
1450-85-7,DTXSID6049220,Pyrimidine-2-thiol,C4H4N2S,0,0,,,0,0,0,0, ,-1.10715,0.00287,
111991-09-4,DTXSID6034764,Nicosulfuron,C15H18N6O6S,0,0,0,0,0,0,0,0,0.381066,0.0122087,0.00262,
82097-50-5,DTXSID0024345,Triasulfuron,C14H16ClN5O5S,0,0,-1.225162675,1.548081577,0,0,0,0,1.5417,1.10231,4.43E-05,
148016-81-3,DTXSID2046678,Doripenem,C15H24N4O6S2,0,0,,,0,0,65.36781252,1.129711116, ,-0.843432,0.00298,
3923-79-3,DTXSID1044934,"4,5-Dihydroxy-1,3-dimethylimidazolidin-2-one",C5H10N2O3,0,0,0,0,0,0,0,0,0.261818,-0.991904,0.00116,
67747-09-5,DTXSID4024270,Prochloraz,C15H16Cl3N3O2,0,0,0,0,0,0,118.7797101,1.740016874,137.721,4.0983,5.03E-05,
56425-91-3,DTXSID3024108,Flurprimidol,C15H15F3N2O2,0,0,,,0,0,56.9279586,0.778413812,31.4051,3.34002,0.00465,
74115-24-5,DTXSID9023881,Clofentezine,C14H8Cl2N4,0,0,0,0,0,0,111.1618481,1.021278109,218.776,3.09998,0.000274,
82558-50-7,DTXSID8024159,Isoxaben,C18H24N2O4,0,0,1.259891323,1.077374715,31.31961834,0.261806338,120.1077419,2.327321307,37.9315,3.93986,0.00151,
79277-27-3,DTXSID1024124,Thifensulfuron methyl,C12H13N5O6S2,0,0,0,0,0,0,0,0,0.638263,1.56023,0.00157,
1541-81-7,DTXSID4042171,4-Dodecylmorpholine,C16H33NO,0,0,1.230418855,0.74235645,0,0,0,0,100.231,4.20998,2.57E-05,
1552-42-7,DTXSID8024866,Crystal Violet lactone,C26H29N3O2,0,0,,,0,0,0,0,46.1318,3.34587,0.00149,
1559-34-8,DTXSID2027412,"3,6,9,12-Tetraoxahexadecan-1-ol",C12H26O5,0,0,0,0,0,0,0,0,5.05825,0.136281,0.00225,
1515-72-6,DTXSID8044591,"2-Butyl-1H-isoindole-1,3(2H)-dione",C12H13NO2,0,0,,,0,0,0,0,3.74111,0.922749,0.000208,
1468-95-7,DTXSID1049221,9-Anthracenemethanol,C15H12O,0,0,,,0,0,75.82220017,0.852403756,86.6962,3.03967,0.000164,
1470-57-1,DTXSID9047881,2-Hydroxy-5-methylbenzophenone,C14H12O2,0,0,,,0,0,0,0,63.5331,3.44227,0.00121,
1470-79-7,DTXSID8044836,"2,4,4'-Trihydroxybenzophenone",C13H10O4,0,0,0,0,0,0,114.8513377,0.716188721,14.5546,2.70714,0.00343,
1478-61-1,DTXSID7037717,Bisphenol AF,C15H10F6O2,0,0,1.887223425,1.631882549,0,0,117.5456008,1.004547298,46.5586,4.01722,0.00155,
1501-27-5,DTXSID4044589,5-Methoxy-5-oxopentanoic acid,C6H10O4,0,0,,,0,0,0,0,0.374111,0.257666,0.00424,
1564-64-3,DTXSID6049224,9-Bromoanthracene,C14H9Br,0,0,,,0,0,82.002224,0.676871878,304.089,5.36943,0.00185,
1572-52-7,DTXSID2027418,2-Methylenepentanedinitrile,C6H6N2,0,0,,,0,0,0,0, ,0.237096,0.0017,
1623-08-1,DTXSID1033402,Dibenzyl phosphate,C14H15O4P,0,0,,,0,0,0,0,22.4905,2.14514,3.59E-05,
1625-91-8,DTXSID4048193,"4,4'-Di-tert-butylbiphenyl",C20H26,0,0,0,0,0,0,0,0,2409.91,8.0477,0.000254,
1660-95-3,DTXSID7044847,Tetraisopropyl methylenediphosphonate,C13H30O6P2,0,0,0,0,0,0,40.78652078,1.033686317,9.63829,3.34848,0.00157,
1671-75-6,DTXSID9048194,Heptanophenone,C13H18O,0,0,0,0,0,0,0,0,32.2107,3.69978,0.000234,
1693-37-4,DTXSID7046419,Parapropamol,C9H11NO2,0,0,,,0,0,0,0,5.5335,0.646941,0.000834,
1704-62-7,DTXSID1027427,2-[2-(Dimethylamino)ethoxy]ethanol,C6H15NO2,0,0,,,0,0,0,0,1.41906,-0.0225597,0.00105,
1742-14-9,DTXSID9029223,"1,1-Bis(3,4-dimethylphenyl)ethane",C18H22,0,0,0.867725849,0.468327184,0,0,0,0,1300.17,5.82633,0.00217,
1763-23-1,DTXSID3031864,Perfluorooctanesulfonic acid,C8HF17O3S,0,0,0,0,0,0,39.53343511,0.669468197,922.571,5.60926,0.00199,
1792-17-2,DTXSID3042188,"N,N'-Dibutylurea",C9H20N2O,0,0,,,0,0,0,0,8.57038,1.77587,0.00229,
1821-02-9,DTXSID3021647,2-Oxopentanoic acid,C5H8O3,0,0,,,0,0,0,0,0.414954,0.113142,0.00211,
1823-59-2,DTXSID1044859,"5,5'-Oxybis(2-benzofuran-1,3-dione)",C16H6O7,0,0,0,0,0,0,0,0, ,1.13428,0.00112,
1878-49-5,DTXSID9041441,(2-Methylphenoxy)acetic acid,C9H10O3,0,0,0,0,0,0,0,0,1.83654,1.97708,0.00532,
1897-52-5,DTXSID5044609,"2,6-Difluorobenzonitrile",C7H3F2N,0,0,,,0,0,0,0,19.2309,2.29634,0.00255,
1917-15-3,DTXSID5021627,5-Methyl-2-furancarboxylic acid,C6H6O3,0,0,0,0,0,0,0,0,2.2182,1.62985,0.000183,
1975-78-6,DTXSID9027449,Decanenitrile,C10H19N,0,0,,,0,0,0,0,54.325,2.97607,0.00453,
2009-83-8,DTXSID4049240,6-Chlorohexan-1-ol,C6H13ClO,0,0,,,0,0,0,0,10.1391,1.95071,8.51E-05,
2039-76-1,DTXSID9049243,3-Acetylphenanthrene,C16H12O,0,0,,,0,0,121.9978013,0.778413812,46.0257,4.97644,0.00193,
2040-10-0,DTXSID9047120,"4'-tert-Butyl-2',6'-dimethylacetophenone",C14H20O,0,0,0,0,0,0,0,0,139.316,3.87206,0.00164,
2043-55-2,DTXSID1047578,"1H,1H,2H,2H-Perfluorohexyl iodide",C6H4F9I,0,0,0,0,0,0,0,0, ,5.07737,0.000246,
2043-57-4,DTXSID2047565,"1H,1H,2H,2H-Perfluorooctyl iodide",C8H4F13I,0,0,0,0,0,0,0,0, ,5.96198,0.00202,
2050-46-6,DTXSID6038798,"1,2-Diethoxybenzene",C10H14O2,0,0,0,0,0,0,0,0,17.378,2.42122,2.22E-05,
2057-49-0,DTXSID5044869,4-(3-Phenylpropyl)pyridine,C14H15N,0,0,0,0,0,0,101.7239314,0.933772741,130.617,3.24523,0.000551,
2094-98-6,DTXSID9044613,"1,1'-Diazene-1,2-diyldicyclohexanecarbonitrile",C14H20N4,0,0,,,0,0,35.1788349,0.917415798,59.8412,3.5291,6.45E-05,
95233-18-4,DTXSID7022629,Atovaquone,C22H19ClO3,0,0,,,0,0,69.28623828,0.882961486, , ,0.00171,
2144-53-8,DTXSID3047558,6:2 Fluorotelomer methacrylate,C12H9F13O2,0,0,0,0,0,0,0,0, ,4.28297,0.00205,
2163-42-0,DTXSID3029231,"2-Methylpropane-1,3-diol",C4H10O2,0,0,,,0,0,0,0,1.11944,0.233647,5.33E-05,
2212-32-0,DTXSID9044875,2-{[2-(Dimethylamino)ethyl](methyl)amino}ethanol,C7H18N2O,0,0,,,0,0,0,0,2.93089,-0.0466655,0.000134,
386-17-4,DTXSID7048291,Iodophthalein,C20H10I4O4,,,,,,,,, ,4.63524,0.000226,
2235-00-9,DTXSID1041423,N-Vinylcaprolactam,C8H13NO,0,0,0,0,0,0,0,0, ,-0.349105,0.00527,
11/5/2274,DTXSID9044615,Ethylene acrylate,C8H10O4,82.31129559,0.894668072,1.294943194,1.395260384,0,0,0,0, ,1.30104,0.000273,
2338-76-3,DTXSID9044617,[3-(Trifluoromethyl)phenyl]acetonitrile,C9H6F3N,0,0,,,0,0,0,0,28.9068,2.30839,0.000191,
2386-60-9,DTXSID3044883,Butane-1-sulfonyl chloride,C4H9ClO2S,0,0,0,0,0,0,0,0,6.59174,-0.0462497,0.00555,
2396-68-1,DTXSID9048196,4-tert-Butylbenzenethiol,C10H14S,0,0,0,0,0,0,0,0, ,3.85035,8.83E-05,
2403-88-5,DTXSID3029655,"2,2,6,6-Tetramethyl- 4-piperidinol",C9H19NO,0,0,,,0,0,0,0,5.87489,0.715972,0.00144,
2403-89-6,DTXSID3044411,"1,2,2,6,6-Pentamethylpiperidin-4-ol",C10H21NO,0,0,,,0,0,0,0,8.95365,2.48458,0.00183,
2420-87-3,DTXSID8044886,"5,5'-Bi-2-benzofuran-1,1',3,3'-tetrone",C16H6O6,0,0,0,0,65.29527799,0.282616453,38.76688044,0.62934611, ,1.54036,0.0122,
2421-28-5,DTXSID3029233,Benzophenonetetracarboxylic dianhydride,C17H6O7,0,0,,,0,0,0,0, ,1.54786,0.00213,
2432-87-3,DTXSID0047537,Dioctyl sebacate,C26H50O4,0,0,0,0,0,0,0,0,22.5424,9.2354,0.000901,
2433-14-9,DTXSID3040722,4-Cyclohexylcyclohexanol,C12H22O,0,0,1.32822819,0.541725857,0,0,0,0,103.992,3.76281,0.00364,
2439-54-5,DTXSID9044619,N-Methyloctan-1-amine,C9H21N,0,0,,,0,0,0,0,36.9828,3.01623,0.000279,
2443-58-5,DTXSID2047569,2-Hydroxyfluorene,C13H10O,0,0,,,0,0,135.6680262,0.728560487,24.8886,3.18997,1.90E-05,
2449-05-0,DTXSID3044887,"Dibenzyl diazene-1,2-dicarboxylate",C16H14N2O4,0,0,,,0,0,174.2044806,0.765910279,19.0546,3.1024,0.00295,
2/9/2467,DTXSID4022446,"2,2'-Bisphenol F",C13H12O2,0,0,1.696308176,0.457752884,0,0,42.0015339,0.676454985,22.182,3.39963,0.00431,
2467-03-0,DTXSID2044890,2-[(4-Hydroxyphenyl)methyl]phenol,C13H12O2,0,0,0,0,0,0,55.82118329,0.778413812,36.6438,3.15024,0.000409,
10/6/2478,DTXSID3044623,4-Hydroxybutyl prop-2-enoate,C7H12O3,0,0,,,0,0,0,0, ,0.39914,0.00207,
2524-64-3,DTXSID2044892,Diphenyl phosphorochloridate,C12H10ClO3P,0,0,0,0,0,0,0,0,34.9945,3.30376,0.0067,
2592-95-2,DTXSID3044627,1-Hydroxybenzotriazole,C6H5N3O,0,0,,,0,0,0,0,4.90908,0.688898,0.00188,
2628-16-2,DTXSID2044898,4-Ethenylphenyl acetate,C10H10O2,0,0,0,0,0,0,0,0,9.95405,2.12506,0.000107,
2683-43-4,DTXSID4041361,"2,4-Dichloro-6-nitroaniline",C6H4Cl2N2O2,0,0,0,0,0,0,0,0,16.5959,2.63043,0.000518,
2694-54-4,DTXSID4044901,Triallyl trimellitate,C18H18O6,0,0,0,0,0,0,0,0,3.25087,3.1047,2.63E-05,
2696-84-6,DTXSID5048180,4-Propylaniline,C9H13N,0,0,0,0,0,0,32.7699405,0.778413812,10.7647,2.3996,0.0005,
2743-38-6,DTXSID6033401,Dibenzoyl-L-tartaric acid,C18H14O8,0,0,,,0,0,0,0,0.34914,2.29011,0.000232,
2752-17-2,DTXSID7041914,"2,2'-Oxybis(ethylamine)",C4H12N2O,0,0,,,0,0,0,0,0.672977,-0.361594,0.00059,
2772-45-4,DTXSID7029241,"2,4-Bis(1-methyl-1-phenylethyl)phenol",C24H26O,0,0,0,0,0,0,37.19699831,2.177373914,881.049,6.07289,0.00148,
2818-69-1,DTXSID8024787,5-Chloro-2-methyl-1H-benzimidazole,C8H7ClN2,0,0,,,0,0,34.19020887,1.00883195,21.2814,2.34236,0.00363,
2835-68-9,DTXSID7038814,4-Aminobenzamide,C7H8N2O,0,0,0,0,0,0,0,0,1.42889,-0.404709,0.000156,
2840-28-0,DTXSID8044414,3-Amino-4-chlorobenzoic acid,C7H6ClNO2,0,0,,,0,0,0,0,0.972747,1.36012,5.07E-05,
2905-62-6,DTXSID1027506,"3,5-Dichlorobenzoyl chloride",C7H3Cl3O,0,0,,,0,0,0,0, ,3.52462,0.000141,
2905-67-1,DTXSID7042146,"Methyl 3,5-dichlorobenzoate",C8H6Cl2O2,0,0,,,0,0,0,0,65.6145,2.49167,0.00422,
2971-36-0,DTXSID8022325,"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane",C14H11Cl3O2,0,0,0,0,0,0,215.0256622,0.664254123,234.423,4.62211,0.00229,
3010-96-6,DTXSID9044908,"2,2,4,4-Tetramethylcyclobutane-1,3-diol",C8H16O2,0,0,,,0,0,0,0,5.47016,1.63259,0.00141,
8/7/3057,DTXSID6044646,"5,5-Dimethyl-2-phenoxy-1,3,2-dioxaphosphinane",C11H15O3P,0,0,0,0,0,0,0,0,26.485,2.84445,0.000115,
12/1/3077,DTXSID0044650,"2,2'-[(4-Methylphenyl)imino]diethanol",C11H17NO2,0,0,,,0,0,0,0,7.32825,1.09074,0.000122,
319-78-8,DTXSID1046346,D-Isoleucine,C6H13NO2,,,,,,,,, ,-1.71877,0.00206,
3132-99-8,DTXSID4027521,3-Bromobenzaldehyde,C7H5BrO,0,0,,,0,0,0,0, ,2.37726,4.77E-05,
3209-13-0,DTXSID1047443,3-Methoxy-5-methylphenol,C8H10O2,0,0,0,0,0,0,0,0,10.7895,1.88453,0.000135,
3236-71-3,DTXSID5037731,"4,4'-(9H-Fluorene-9,9-diyl)diphenol",C25H18O2,0,0,4.617634333,1.501638038,0,0,0,0,264.241,3.67448,0.00132,
3260-85-3,DTXSID6041507,4-Chloro-2-methylanisole,C8H9ClO,0,0,0,0,0,0,0,0,92.8966,2.89978,0.000881,
3278-89-5,DTXSID3044918,"1,3,5-Tribromo-2-(prop-2-en-1-yloxy)benzene",C9H7Br3O,0,0,0,0,0,0,0,0,281.19,4.84861,0.000765,
3337-62-0,DTXSID4041656,"3,5-Dibromo-4-hydroxybenzoic acid",C7H4Br2O3,0,0,,,0,0,0,0,3.74973,3.03505,0.00201,
3386-87-6,DTXSID0044656,"3,3'-(Ethylenedioxy)dipropiononitrile",C8H12N2O2,0,0,,,0,0,0,0,1.2106,0.32391,9.28E-06,
11/2/3445,DTXSID7044922,1-(2-Hydroxyethyl)pyrrolidin-2-one,C6H11NO2,0,0,0,0,0,0,0,0,0.922571,-0.700631,0.000795,
3446-89-7,DTXSID0033047,4-(Methylthio)benzaldehyde,C8H8OS,0,0,,,0,0,0,0, ,2.4292,0.000184,
3570-55-6,DTXSID4044660,"2,2'-Sulfanediyldiethanethiol",C4H10S3,0,0,,,0,0,0,0, ,2.00253,0.00123,
2058-94-8,DTXSID8047553,Perfluoroundecanoic acid,C11HF21O2,0,0,0.683351816,1.908274367,0,0,0,0,809.096,4.00255,0.00221,
3698-89-3,DTXSID2044929,1-(Methylsulfanyl)dodecane,C13H28S,0,0,0,0,0,0,0,0,145.881,6.86119,0.00133,
3698-94-0,DTXSID4044662,Ethyl octyl sulfide,C10H22S,0,0,,,0,0,0,0,129.718,5.48579,8.53E-05,
3699-54-5,DTXSID0029260,Hydroxyethyl imidazolidinone,C5H10N2O2,0,0,,,0,0,0,0,0.474242,-0.10071,3.20E-05,
3737-41-5,DTXSID7041461,"3,3,4,4-Tetrachlorotetrahydrothiophene 1,1-dioxide",C4H4Cl4O2S,0,0,1.148343114,2.25203639,0,0,0,0,38.815,2.87474,0.00182,
3741-38-6,DTXSID4020668,Glycol sulfite,C2H4O3S,0,0,,,0,0,0,0, ,-0.894326,0.00136,
3748-13-8,DTXSID7027546,m-Bis(1-methylvinyl)benzene,C12H14,0,0,,,0,0,0,0,772.681,4.03916,1.04E-05,
3764-01-0,DTXSID5049287,"2,4,6-Trichloropyrimidine",C4HCl3N2,106.6318229,0.823142269,,,0,0,0,0,97.051,2.20509,0.00104,
3775-55-1,DTXSID2020058,"2-Amino-5-(5-nitro-2-furyl)-1,3,4-oxadiazole",C6H4N4O4,0,0,0,0,0,0,0,0,24.8313,0.767025,0.000148,
3855-32-1,DTXSID1044564,"2,6,10-Trimethyl-2,6,10-triazaundecane",C11H27N3,0,0,0,0,0,0,0,0,6.95024,0.213318,0.000149,
3878-55-5,DTXSID7044425,Monomethyl succinate,C5H8O4,0,0,,,0,0,0,0,0.563638,0.16716,0.00219,
3934-20-1,DTXSID9049293,"2,4-Dichloropyrimidine",C4H2Cl2N2,0,0,,,0,0,0,0,31.3329,1.06343,0.00445,
4062-60-6,DTXSID9044667,"N,N'-Di-tert-butylethane-1,2-diamine",C10H24N2,0,0,,,0,0,0,0,21.5278,2.86017,0.00238,
4083-64-1,DTXSID1027558,p-Toluenesulphonyl isocyanate,C8H7NO3S,0,0,0,0,0,0,0,0, ,0.802344,0.00201,
4131-74-2,DTXSID0027561,"Dimethyl 3,3'-thiodipropionate",C8H14O4S,0,0,0,0,0,0,0,0,1.63305,1.11262,0.00032,
4151-50-2,DTXSID1032646,N-Ethylperfluorooctanesulfonamide,C10H6F17NO2S,0,0,0,0,0,0,0,0,171.791,6.79567,0.000506,
4273-98-7,DTXSID0044941,2-(Phenylsulfonyl)aniline,C12H11NO2S,0,0,,,0,0,45.56877245,0.618403898,8.03526,2.11319,5.44E-05,
143322-58-1,DTXSID9046861,Eletriptan,C22H26N2O2S,0,0,,,0,0,63.58005699,1.165603781,33.7287,3.53548,0.000112,
122320-73-4,DTXSID7037131,Rosiglitazone,C18H19N3O3S,0,0,,,0,0,0,0,10.4472,1.46344,0.000469,
4422-95-1,DTXSID7044429,"1,3,5-Benzenetricarbonyl trichloride",C9H3Cl3O3,0,0,0.745880484,0.287457662,0,0,0,0, ,2.0972,4.91E-05,
4433-79-8,DTXSID5029265,"4'-Chloro-2',5'-dimethoxyacetoacetanilide",C12H14ClNO4,0,0,0,0,0,0,72.03981426,0.612141163,3.65595,1.86962,0.00147,
4455-26-9,DTXSID9042209,N-Methyldioctylamine,C17H37N,0,0,0,0,0,0,0,0,114.288,5.81232,0.00422,
4620-70-6,DTXSID1044431,2-(tert-Butylamino)ethanol,C6H15NO,0,0,,,0,0,0,0,1.60694,0.412425,0.00723,
4659-45-4,DTXSID2032891,"2,6-Dichlorobenzoyl chloride",C7H3Cl3O,0,0,,,0,0,0,0, ,3.44245,5.21E-05,
4707-47-5,DTXSID9041653,Methyl 3-methylorsellinate,C10H12O4,0,0,0,0,0,0,80.69200603,0.593342754,4.30527,2.05106,0.000247,
4724-48-5,DTXSID3044679,Octylphosphonic acid,C8H19O3P,0,0,,,0,0,0,0,10.5682,1.43579,0.000515,
10/7/4752,DTXSID1049306,"1,4-Dichlorophthalazine",C8H4Cl2N2,0,0,,,0,0,49.94270369,0.778413812,79.9834,2.08185,4.66E-05,
3/7/4767,DTXSID4027577,3-Hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid,C5H10O4,0,0,,,0,0,0,0,0.294442,-0.853627,0.00291,
4927-39-3,DTXSID8047682,4-Cyclohexyl-4-methyl-pentan-2-one,C12H22O,0,0,0,0,0,0,0,0,27.3527,4.38907,0.00464,
5187-23-5,DTXSID0044949,"(5-Ethyl-1,3-dioxan-5-yl)methanol",C7H14O3,0,0,,,0,0,0,0,1.74181,0.110312,0.00153,
5205-93-6,DTXSID7040154,N-(3-Dimethylaminopropyl)methacrylamide,C9H18N2O,0,0,0,0,0,0,0,0,2.2856,-0.272756,2.82E-05,
123-34-2,DTXSID4044375,Glycerol 1-allylether,C6H12O3,0,0,0,0,0,0,0,0,0.92045,-0.380983,0.0022,
306-91-2,DTXSID1047029,Perfluorophenanthrene,C14F24,0,0,0,0,0,0,0,0, ,8.53459,0.00583,
470-99-5,DTXSID6047072,"3,5,5-Trimethyl-2-cyclohexen-1-ol",C9H16O,0,0,0,0,0,0,0,0,13.366,2.90675,0.00193,
565-62-8,DTXSID4041490,3-Methyl-3-penten-2-one,C6H10O,0,0,0,0,0,0,0,0,2.56448,1.07756,0.000161,
589-68-4,DTXSID0042454,"(+/-)-2,3-Dihydroxypropyl tetradecanoate",C17H34O4,0,0,0,0,29.56257648,0.685837321,0,0,17.378,5.05043,6.49E-05,
626-56-2,DTXSID4029195,3-Methylpiperidine,C6H13N,0,0,,,0,0,0,0,3.97192,1.3075,0.00116,
760-67-8,DTXSID5027308,2-Ethylhexanoyl chloride,C8H15ClO,0,0,0,0,0,0,0,0, ,2.97238,0.00349,
5331-43-1,DTXSID1047447,"Hydrazinecarboxylic acid, phenylmethyl ester",C8H10N2O2,0,0,0,0,0,0,0,0, ,0.420407,0.000187,
5349-51-9,DTXSID9040716,4-(2-Methylbutan-2-yl)cyclohexanol,C11H22O,0,0,0,0,0,0,0,0,31.55,3.42217,0.00276,
5407-98-7,DTXSID1048201,Cyclobutyl phenyl ketone,C11H12O,0,0,0,0,0,0,0,0,47.2063,2.76877,5.42E-05,
5459-58-5,DTXSID1044439,Butyl cyanoacetate,C7H11NO2,0,0,,,0,0,0,0,5.10505,0.310245,0.00098,
5495-84-1,DTXSID1044691,2-(Propan-2-yl)-9H-thioxanthen-9-one,C16H14OS,0,0,,,0,0,208.5963672,0.78794905, ,5.25216,3.41E-05,
10/6/5496,DTXSID6044488,1-Aminocyclohexanecarbonitrile,C7H12N2,0,0,0,0,0,0,0,0,3.1989,0.0814551,0.00138,
5502-78-3,DTXSID5049318,9-Methylguanine,C6H7N5O,0,0,,,0,0,0,0,0.233884,-0.530534,0.00163,
5613-46-7,DTXSID8047973,"4,4'-Propane-2,2-diylbis(2,6-dimethylphenol)",C19H24O2,0,0,,,71.29963849,0.416876238,293.3117457,0.81687998,376.704,3.92799,0.000309,
5663-71-8,DTXSID9046108,Acetylsalicylamide,C9H9NO3,0,0,,,0,0,0,0, , ,0.00237,
5809-23-4,DTXSID4027604,2-[4-(Diethylamino)-2-hydroxybenzoyl]benzoic acid,C18H19NO4,0,0,0,0,0,0,189.9249076,1.297722591,16.0694,3.27883,0.00278,
5930-28-9,DTXSID3040720,"4-Amino-2,6-dichlorophenol",C6H5Cl2NO,0,0,0,0,0,0,0,0,31.9154,1.96669,0.00144,
5977-14-0,DTXSID1040164,3-Oxobutanamide,C4H7NO2,,,0,0,,,0,0,0.396278,-0.665947,2.91E-06,
112281-77-3,DTXSID8034956,Tetraconazole,C13H11Cl2F4N3O,0,0,1.158840788,0.842755853,0,0,59.54720891,1.073515005,131.22,3.55959,5.10E-05,
1939-36-2,DTXSID9029225,Trimethylenediaminetetraacetic acid,C11H18N2O8,,,0,0,,,0,0, ,-1.09505,0.00232,
6/5/6225,DTXSID1025063,"N,N-Dimethylpentanamide",C7H15NO,0,0,,,0,0,0,0,2.99916,0.747096,0.000129,
6228-25-7,DTXSID8044967,"1,3-Dioxane-5,5-diyldimethanol",C6H12O4,0,0,,,0,0,0,0,0.642688,-0.634207,0.000317,
6262-42-6,DTXSID6021660,Tetrachlorocyclopropene,C3Cl4,0,0,,,0,0,0,0,31.989,3.04314,0.00086,
6264-66-0,DTXSID1021372,"3,4,4'-Triaminodiphenyl ether",C12H13N3O,0,0,0,0,0,0,171.0270014,0.766240167,14.9968,1.92089,0.00174,
6281-42-1,DTXSID3044706,1-(2-Aminoethyl)imidazolidin-2-one,C5H11N3O,0,0,,,0,0,0,0,0.645654,-1.07207,0.00086,
6294-89-9,DTXSID3020835,Methyl carbazate,C2H6N2O2,0,0,,,0,0,0,0, ,-1.84171,0.00166,
6306-60-1,DTXSID6041185,"(2,4-Dichlorophenyl)acetonitrile",C8H5Cl2N,0,0,0,0,0,0,0,0,67.6083,2.36971,7.76E-05,
6338-41-6,DTXSID5033098,5-(Hydroxymethyl)-2-furoic acid,C6H6O4,0,0,,,0,0,0,0,0.362243,0.357743,0.00132,
6375-27-5,DTXSID8044709,"N-(2,5-Dimethoxyphenyl)-3-oxobutanamide",C12H15NO4,0,0,,,0,0,47.74426152,0.778413812,2.32274,1.75795,0.000142,
6375-47-9,DTXSID2027620,3'-Amino-4'-methoxyacetanilide,C9H12N2O2,0,0,0,0,0,0,25.20844942,0.697050382,1.3122,1.45283,0.00116,
6378-25-2,DTXSID2045072,"2,4,5-Trichlorobenzenesulfonic acid",C6H3Cl3O3S,0,0,,,0,0,0,0,28.1838,2.76092,0.00157,
6379-73-3,DTXSID0047400,5-Isopropyl-2-methylanisole,C11H16O,,,0,0,,,0,0,36.7282,4.44987,0.000196,
6425-39-4,DTXSID9042170,"4,4'-(Oxydiethylene)bis(morpholine)",C12H24N2O3,0,0,,,0,0,0,0,3.36512,0.0181748,0.00131,
6606-59-3,DTXSID9044455,"1,6-Hexanediol dimethacrylate",C14H22O4,0,0,,,0,0,0,0, ,3.39829,7.85E-05,
6632-68-4,DTXSID8029280,"6-Amino-1,3-dimethyl-5-nitrosouracil",C6H8N4O3,0,0,,,0,0,0,0, ,-0.183639,0.000131,
6674-22-2,DTXSID2049424,"1,8-Diazabicyclo[5.4.0]undec-7-ene",C9H16N2,0,0,,,0,0,0,0, ,1.37966,6.10E-05,
6701-13-9,DTXSID7044972,"1,10-Decanediol dimethacrylate",C18H30O4,0,0,,,0,0,0,0, ,5.05471,0.00183,
6711-48-4,DTXSID7044974,"N'-[3-(Dimethylamino)propyl]-N,N-dimethylpropane-1,3-diamine",C10H25N3,0,0,,,0,0,0,0,3.84592,0.198792,0.0027,
6770-38-3,DTXSID7044712,"1,4-Bis(methoxymethyl)benzene",C10H14O2,0,0,,,0,0,0,0,11.0917,1.28202,0.00251,
6807-17-6,DTXSID8029282,"4,4'-(4-Methylpentane-2,2-diyl)diphenol",C18H22O2,0,0,0.967167339,1.541725857,0,0,85.21058728,1.342667644,289.068,3.92012,0.00031,
6837-24-7,DTXSID7044716,1-Cyclohexylpyrrolidin-2-one,C10H17NO,0,0,0,0,0,0,0,0,6.23735,2.96441,0.000196,
