DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,HIT CALL,LXR_Emax,LXR_assay
DTXSID8023214,Levothyroxine,51-48-9,C15H11I4NO4,776.68669,Inactive,0,0
DTXSID8023216,"3,5,3'-Triiodothyronine",6893/2/3,C15H12I3NO4,650.79004,Inactive,0,0
DTXSID8023474,"1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-2H-Benzimidazol-2-one",2062-78-4,C28H29F2N3O,461.227869,Active,1.312423192,1.71917912
DTXSID8023632,L-Tartaric acid,87-69-4,C4H6O6,150.016438,Inactive,0,0
DTXSID8023688,Topiramate,97240-79-4,C12H21NO8S,339.098788,Inactive,0,0
DTXSID8023719,Troglitazone,97322-87-7,C24H27NO5S,441.160994,Active,0.875331331,1.76131926
DTXSID8023846,Acephate,30560-19-1,C4H10NO3PS,183.011901,Inactive,0,0
DTXSID8023848,Acetochlor,34256-82-1,C14H20ClNO2,269.118257,Inactive,0,0
DTXSID8023890,Asulam,3337-71-1,C8H10N2O4S,230.036128,Inactive,0,0
DTXSID8023892,Abamectin,71751-41-2,, ,Active,1.072354441,2.522897993
DTXSID8023927,p-Bromodiphenyl ether,101-55-3,C12H9BrO,247.983678,Active,1.07283812,0.346623425
DTXSID8023973,4-Chlorophenyl methyl sulfide,123-09-1,C7H7ClS,157.995699,Inactive,0,0
DTXSID8023977,2-Chlorotoluene,95-49-8,C7H7Cl,126.023628,Inactive,0,0
DTXSID8024072,Diphenamid,957-51-7,C16H17NO,239.131014,Inactive,0,0
DTXSID8024101,Tribenuron-methyl,101200-48-0,C15H17N5O6S,395.089954,Inactive,0,0
DTXSID8024105,Fluorene,86-73-7,C13H10,166.07825,Inactive,0,0
DTXSID8024107,1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone,59756-60-4,C19H14F3NO,329.102749,Active,1.175393272,0.653243527
DTXSID8024109,Flutolanil,66332-96-5,C17H16F3NO2,323.113313,Inactive,0,0
DTXSID8024151,Imazalil,35554-44-0,C14H14Cl2N2O,296.048318,Active,1.546593445,0.645954652
DTXSID8024153,"Indeno[1,2,3-cd]pyrene",193-39-5,C22H12,276.0939,Inactive,0,0
DTXSID8024157,Isopropalin,33820-53-0,C15H23N3O4,309.168856,Active,0.995325959,1.832322489
DTXSID8024159,Isoxaben,82558-50-7,C18H24N2O4,332.173607,Active,1.259891323,1.077374715
DTXSID8024234,Norflurazon,27314-13-2,C12H9ClF3N3O,303.038624,Inactive,0,0
DTXSID8024238,Oryzalin,19044-88-3,C12H18N4O6S,346.094705,Active,1.173983848,1.900887469
DTXSID8024280,Propiconazole,60207-90-1,C15H17Cl2N3O2,341.069782,Inactive,0,0
DTXSID8024284,1-Methoxy-2-propanol,107-98-2,C4H10O2,90.06808,Inactive,0,0
DTXSID8024311,Sodium fluoroacetate,62-74-8,C2H2FNaO2,99.993652,Inactive,0,0
DTXSID8024315,Myclobutanil,88671-89-0,C15H17ClN4,288.114174,Inactive,0,0
DTXSID8024317,Terbacil,5902-51-2,C9H13ClN2O2,216.066555,Inactive,0,0
DTXSID8024523,"4-Androstene-3,17-dione",1963/5/8,C19H26O2,286.19328,Active,0.781961144,0.284534789
DTXSID8024573,Benzimidazole,51-17-2,C7H6N2,118.053098,Inactive,0,0
DTXSID8024600,Benzyltrimethylammonium chloride,56-93-9,C10H16ClN,185.097127,Inactive,0,0
DTXSID8024652,Bronopol,52-51-7,C3H6BrNO4,198.948021,Inactive,0,0
DTXSID8024739,(-)-(E)-Caryophyllene,87-44-5,C15H24,204.187801,Active,1.456788281,0.739268049
DTXSID8024810,2-Chloropyridine,109-09-1,C5H4ClN,113.003227,Inactive,0,0
DTXSID8024814,4-Chlorotoluene,106-43-4,C7H7Cl,126.023628,Inactive,0,0
DTXSID8024993,"Dichloro-1,3,5-triazinetrione",2782-57-2,C3HCl2N3O3,196.939496,Inactive,0,0
DTXSID8024999,"3,4-Dichloronitrobenzene",99-54-7,C6H3Cl2NO2,190.954084,Inactive,0,0
DTXSID8025094,Di(2-methoxyethyl) phthalate,117-82-8,C14H18O6,282.110338,Inactive,0,0
DTXSID8025096,Dimethyl adipate,627-93-0,C8H14O4,174.089209,Inactive,0,0
DTXSID8025337,Formamide,1975/12/7,CH3NO,45.021464,Inactive,0,0
DTXSID8025595,"N,N'-Methylenebisacrylamide",110-26-9,C7H10N2O2,154.074228,Inactive,0,0
DTXSID8025599,Methylene bis(thiocyanate),6317-18-6,C3H2N2S2,129.96594,Inactive,0,0
DTXSID8025670,4-Methylumbelliferone,90-33-5,C10H8O3,176.047344,Inactive,0,0
DTXSID8025707,Neopentyl glycol diglycidyl ether,17557-23-2,C11H20O4,216.136159,Inactive,0,0
DTXSID8025886,"Ethyl 2,3-epoxy-3-phenylpropionate",121-39-1,C11H12O3,192.078644,Active,1.535007685,0.990222873
DTXSID8025961,Propionic acid,1979/9/4,C3H6O2,74.036779,Inactive,0,0
DTXSID8026060,Sulfacetamide,144-80-9,C8H10N2O3S,214.041213,Inactive,0,0
DTXSID8026068,Sulfathiazole,72-14-0,C9H9N3O2S2,255.013619,Inactive,0,0
DTXSID8026141,Thioglycolic acid,1968/11/1,C2H4O2S,91.993201,Inactive,0,0
DTXSID8026193,"1,2,3-Trichlorobenzene",87-61-6,C6H3Cl3,179.930033,Inactive,0,0
DTXSID8026224,Triethylene glycol dimethyl ether,112-49-2,C8H18O4,178.120509,Inactive,0,0
DTXSID8026228,Triethyl phosphate,78-40-0,C6H15O4P,182.070796,Inactive,0,0
DTXSID8026303,p-Xylenol blue,125-31-5,C23H22O5S,410.118795,Inactive,0,0
DTXSID8026307,"2,6-Dimethylaniline",87-62-7,C8H11N,121.089149,Inactive,0,0
DTXSID8026436,2-Methyl-2-nitro-1-propanol,76-39-1,C4H9NO3,119.058243,Inactive,0,0
DTXSID8026488,Camphene,79-92-5,C10H16,136.125201,Inactive,0,0
DTXSID8026513,"1,2,3,6-Tetrahydrophthalimide",85-40-5,C8H9NO2,151.063329,Inactive,0,0
DTXSID8026640,"1,3-Diisopropylbenzene",99-62-7,C12H18,162.140851,Inactive,0,0
DTXSID8026694,2-Ethylhexyl acetate,103-09-3,C10H20O2,172.14633,Inactive,0,0
DTXSID8026698,"4,4'-Dithiodimorpholine",103-34-4,C8H16N2O2S2,236.06532,Inactive,0,0
DTXSID8026725,12-Hydroxyoctadecanoic acid,106-14-9,C18H36O3,300.266445,Inactive,0,0
DTXSID8026727,"(2E)-3,7-Dimethyl-2,6-octadien-1-ol",106-24-1,C10H18O,154.135765,Inactive,0,0
DTXSID8026773,"1,3-Butanediol",107-88-0,C4H10O2,90.06808,Inactive,0,0
DTXSID8027032,2-Amino-2-methylpropan-1-ol,124-68-5,C4H11NO,89.084064,Inactive,0,0
DTXSID8027034,"2-(Hydroxymethyl)-2-nitro-1,3-propanediol",126-11-4,C4H9NO5,151.048072,Inactive,0,0
DTXSID8027036,"2,2-Dimethylpropane-1,3-diol",126-30-7,C5H12O2,104.08373,Inactive,0,0
DTXSID8027086,Methyl 12-hydroxyoctadecanoate,141-23-1,C19H38O3,314.282095,Inactive,0,0
DTXSID8027240,"3,4-Dinitrotoluene",610-39-9,C7H6N2O4,182.032757,Inactive,0,0
DTXSID8027246,2-Pyrrolidinone,616-45-5,C4H7NO,85.052764,Inactive,0,0
DTXSID8027292,Dibutyltin dichloride,683-18-1,C8H18Cl2Sn,303.980758,Active,1.416168242,2.68343244
DTXSID8027294,sec-Butylurea,689-11-2,C5H12N2O,116.094963,Inactive,0,0
DTXSID8027323,4-Nitro-N-phenylaniline,836-30-6,C12H10N2O2,214.074228,Inactive,0,0
DTXSID8027373,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",1222-05-5,C18H26O,258.198365,Active,0.853122521,0.329079846
DTXSID8027377,Dimethylaniline,1300-73-8,, ,Inactive,0,0
DTXSID8027402,Dimethyl isophthalate,1459-93-4,C10H10O4,194.057909,Inactive,0,0
DTXSID8027454,"N,N-Dimethylacetoacetamide",2044-64-6,C6H11NO2,129.078979,Inactive,0,0
DTXSID8027581,"1,5,9-Cyclododecatriene",4904-61-4,C12H18,162.140851,Active,1.213091653,0.541725857
DTXSID8027585,4-(Diglycidylamino)phenyl glycidyl ether,5026-74-4,C15H19NO4,277.131408,Active,0.819621507,1.731889385
DTXSID8027589,1-Butoxy-2-propanol,5131-66-8,C7H16O2,132.11503,Inactive,0,0
DTXSID8027747,"2,2'-Azobis(2-methylbutanenitrile)",13472-08-7,C10H16N4,192.137497,Inactive,0,0
DTXSID8027749,1-Chloropinacolone,13547-70-1,C6H11ClO,134.049843,Active,1.222705447,0.778228629
DTXSID8027793,N-(Cyclohexylthio)phthalimide,17796-82-6,C14H15NO2S,261.08235,Active,3.012128685,0.308749087
DTXSID8027795,"3,4,5,6-Tetrachloropyridine-2-carbonitrile",17824-83-8,C6Cl4N2,239.881559,Active,1.904375451,2.118014819
DTXSID8027797,Tetraethylene glycol di(2-ethylhexanoate),18268-70-7,C24H46O7,446.324354,Inactive,0,0
DTXSID8027826,Dicyclohexyl sodium sulfosuccinate,23386-52-9,C16H25NaO7S,384.121869,Inactive,0,0
DTXSID8027870,"3-(Dodecenyl)dihydro-2,5-furandione",25377-73-5,, ,Inactive,0,0
DTXSID8027955,Isooctyl acrylate,29590-42-9,, ,Inactive,0,0
DTXSID8027959,1-[(1-Butoxy-2-propanyl)oxy]-2-propanol,29911-28-2,C10H22O3,190.156895,Inactive,0,0
DTXSID8029105,4-Toluenesulfonamide,70-55-3,C7H9NO2S,171.0354,Inactive,0,0
DTXSID8029153,Benzyl benzoate,120-51-4,C14H12O2,212.08373,Inactive,0,0
DTXSID8029157,alpha-Amyl cinnamaldehyde,122-40-7,C14H18O,202.135765,Inactive,0,0
DTXSID8029159,"2,6,8-Trimethyl-4-nonanol",123-17-1,C12H26O,186.198365,Inactive,0,0
DTXSID8029232,Pentasodium nitrilotris(methylenephosphonate),2235-43-0,C3H7NNa5O9P3,408.882213,Inactive,0,0
DTXSID8029282,"4,4'-(4-Methylpentane-2,2-diyl)diphenol",6807-17-6,C18H22O2,270.16198,Active,0.967167339,1.541725857
DTXSID8029286,"1,1,2,2-(4,4',4'',4'''-Tetraglycidyloxyphenyl)ethane",7328-97-4,C38H38O8,622.256668,Active,1.016201991,0.986888247
DTXSID8029369,Vinyl neodecanoate,51000-52-3,, ,Inactive,0,0
DTXSID8029600,Methacrylamide,79-39-0,C4H7NO,85.052764,Inactive,0,0
DTXSID8029650,Menthol,1490-04-6,C10H20O,156.151415,Inactive,0,0
DTXSID8029868,Atorvastatin,134523-00-5,C33H35FN2O5,558.253,Active,1.438581272,0.407732047
DTXSID8030423,"5,6-Benzoflavone",6051-87-2,C19H12O2,272.08373,Inactive,0,0
DTXSID80310730,Octafluoroadipamide,355-66-8,C6H4F8N2O2,288.014503,Inactive,0,0
DTXSID8031077,Curcumin,458-37-7,C21H20O6,368.125988,Active,1.111801107,0.762512621
DTXSID8031863,Perfluorononanoic acid,375-95-1,C9HF17O2,463.970508,Active,1.179552264,0.842755853
DTXSID8031865,Perfluorooctanoic acid,335-67-1,C8HF15O2,413.973702,Active,0.911820618,1.500150663
DTXSID8032386,Ethalfluralin,55283-68-6,C13H14F3N3O4,333.09364,Active,1.333898204,0.842755853
DTXSID8032417,Isofenphos,25311-71-1,C15H24NO4PS,345.116366,Active,2.289463852,1.355938402
DTXSID8032463,Primisulfuron-methyl,86209-51-0,C15H12F4N4O7S,468.036283,Inactive,0,0
DTXSID8032544,"Dipropyl 2,5-pyridinedicarboxylate",136-45-8,C13H17NO4,251.115758,Inactive,0,0
DTXSID8032548,"4-(4-Chlorophenyl)-2-phenyl-2-(1H-1,2,4-triazol-1-ylmethyl)butyronitrile",114369-43-6,C19H17ClN4,336.114174,Inactive,0,0
DTXSID8032671,Metalaxyl-M,70630-17-0,C15H21NO4,279.147058,Inactive,0,0
DTXSID8032673,Pyrithiobac sodium,123343-16-8,C13H10ClN2NaO4S,347.99475,Inactive,0,0
DTXSID8032675,Sulprofos,35400-43-2,C12H19O2PS3,322.02848,Inactive,0,0
DTXSID8033562,Hydroxyflutamide,52806-53-8,C11H11F3N2O4,292.067091,Inactive,0,0
DTXSID8033566,Indium trichloride,10025-82-8,Cl3In,219.810437,Inactive,0,0
DTXSID8034241,"2,4-D, isopropylamine salt",5742-17-6,C11H15Cl2NO3,279.042899,Inactive,0,0
DTXSID8034324,Phoxim,14816-18-3,C12H15N2O3PS,298.054101,Active,1.310020778,1.310789316
DTXSID8034372,Cloransulam-methyl,147150-35-4,C15H13ClFN5O5S,429.030996,Inactive,0,0
DTXSID8034376,Denatonium benzoate,3734-33-6,C28H34N2O3,446.256943,Inactive,0,0
DTXSID8034401,Buprofezin,69327-76-0,C16H23N3OS,305.156184,Inactive,0,0
DTXSID8034538,Diflufenzopyr,109293-97-2,C15H12F2N4O3,334.087747,Inactive,0,0
DTXSID8034580,Ethofumesate,26225-79-6,C13H18O5S,286.087495,Inactive,0,0
DTXSID8034586,Etoxazole,153233-91-1,C21H23F2NO2,359.169685,Active,1.41784587,1.423907051
DTXSID8034588,Famoxadone,131807-57-3,C22H18N2O4,374.126657,Inactive,0,0
DTXSID8034665,Imazapyr,81334-34-1,C13H15N3O3,261.111341,Inactive,0,0
DTXSID8034742,"Milbemectin (mixture of 70% Milbemcin A4, 30% Milbemycin A3)",NOCAS_34742,, ,Inactive,0,0
DTXSID8034792,Oxycarboxin,5259-88-1,C12H13NO4S,267.056529,Active,1.055389803,0.905326975
DTXSID8034823,Pinoxaden,243973-20-8,C23H32N2O4,400.236208,Inactive,0,0
DTXSID8034871,Pyraflufen-ethyl,129630-19-9,C15H13Cl2F3N2O4,412.020447,Inactive,0,0
DTXSID8034877,Pyrimethanil,53112-28-0,C12H13N3,199.110947,Inactive,0,0
DTXSID8034956,Tetraconazole,112281-77-3,C13H11Cl2F4N3O,371.02153,Active,1.158840788,0.842755853
DTXSID8035001,10-Undecenoic acid,112-38-9,C11H20O2,184.14633,Inactive,0,0
DTXSID8035180,Allethrin,584-79-2,C19H26O3,302.188195,Active,1.158172233,0.884677673
DTXSID8035217,"1,3-Dimethylol-5,5-dimethylhydantoin",6440-58-0,C7H12N2O4,188.079707,Inactive,0,0
DTXSID8035423,"1,4-Dimethylnaphthalene",571-58-4,C12H12,156.0939,Inactive,0,0
DTXSID80375107,11:1 Fluorotelomer alcohol,423-65-4,C12H3F23O,599.981662,Inactive,0,0
DTXSID8037596,Simetryn,1014-70-6,C8H15N5S,213.104817,Inactive,0,0
DTXSID8037706,Potassium perfluorooctanesulfonate,2795-39-3,C8F17KO3S,537.893375,Active,0.804789753,1.064604603
DTXSID8037708,Ammonium perfluorooctanoate,3825-26-1,C8H4F15NO2,431.000251,Inactive,0,0
DTXSID8037750,(3Z)-Hexenyl salicylate,65405-77-8,C13H16O3,220.109944,Inactive,0,0
DTXSID8037752,Diphenyl isophthalate,744-45-6,C20H14O4,318.089209,Inactive,0,0
DTXSID8037754,"2,4,6-Tris(allyloxy)-1,3,5-triazine",101-37-1,C12H15N3O3,249.111341,Inactive,0,0
DTXSID8037756,2-Phenylpropan-1-ol,1123-85-9,C9H12O,136.088815,Inactive,0,0
DTXSID80379721,"1H,1H,6H,6H-Perfluorohexane-1,6-diol diacrylate",2264/1/9,C12H10F8O4,370.045134,Active,1.252371706,1.091718091
DTXSID80379781,Perfluorocyclohexanecarbonyl fluoride,6588-63-2,C7F12O,327.975753,Inactive,0,0
DTXSID80380837,"Perfluoro-3,6,9-trioxadecanoic acid",151772-59-7,C7HF13O5,411.961639,Inactive,0,0
DTXSID80382093,2-Aminohexafluoropropan-2-ol,31253-34-6,C3H3F6NO,183.011883,Inactive,0,0
DTXSID80382154,Perfluoroheptanoyl chloride,52447-22-0,C7ClF13O,381.943008,Inactive,0,0
DTXSID8038770,Zinc acetate,557-34-6,C4H6O4Zn,181.955751,Inactive,0,0
DTXSID8038801,N-Benzyl-9-(tetrahydro-2H-pyran-2-yl)adenine,2312-73-4,C17H19N5O,309.15896,Inactive,0,0
DTXSID8038855,1-Chloro-2-(chloromethyl)-3-fluorobenzene,55117-15-2,C7H5Cl2F,177.975234,Inactive,0,0
DTXSID8040145,"1,5-Naphthalene diisocyanate",3173-72-6,C12H6N2O2,210.042927,Inactive,0,0
DTXSID8040222,Trifloxysulfuron-sodium,199119-58-9,C14H13F3N5NaO6S,459.043633,Inactive,0,0
DTXSID8040274,Dichlofenthion,97-17-6,C10H13Cl2O3PS,313.970008,Inactive,0,0
DTXSID8040278,Iodenphos,18181-70-9,C8H8Cl2IO3PS,411.83535,Active,1.27520328,0.873229447
DTXSID8040484,Forskolin,66575-29-9,C22H34O7,410.230453,Active,-1.560663991,2.828924639
DTXSID8040694,Butyl benzoate,136-60-7,C11H14O2,178.09938,Inactive,0,0
DTXSID8040698,Triisobutyl phosphate,126-71-6,C12H27O4P,266.164696,Active,1.16911315,0.756380353
DTXSID8040721,4-Cyclohexylcyclohexanone,92-68-2,C12H20O,180.151415,Active,0.997965844,0.284269001
DTXSID8040723,2-Chloro-5-nitro-N-phenylbenzamide,22978-25-2,C13H9ClN2O3,276.03017,Active,0.981420882,0.541725857
DTXSID8040725,4-Chloromercuribenzoic acid,59-85-8,C7H5ClHgO2,357.96845,Inactive,0,0
DTXSID8040775,Terpineol,8000-41-7,, ,Inactive,0,0
DTXSID8040779,Diheptyl phthalate,3648-21-3,C22H34O4,362.24571,Inactive,0,0
DTXSID8040800,Etidronic acid monohydrate,25211-86-3,C2H10O8P2,223.985091,Inactive,0,0
DTXSID8041117,Roxithromycin,80214-83-1,C41H76N2O15,836.52457,Inactive,0,0
DTXSID8041242,"2,2,4-Trimethylpentane-1,3-diyl dibenzoate",68052-23-3,C22H26O4,354.183109,Inactive,0,0
DTXSID8041246,"1,3-Propanediol",504-63-2,C3H8O2,76.052429,Inactive,0,0
DTXSID8041248,"2,5-Di-tert-butylbenzene-1,4-diol",88-58-4,C14H22O2,222.16198,Active,1.192642674,1.79102743
DTXSID8041298,gamma-Caprolactone,695-06-7,C6H10O2,114.06808,Inactive,0,0
DTXSID8041321,"2,3-Butanediol",513-85-9,C4H10O2,90.06808,Inactive,0,0
DTXSID8041327,Quinolinic acid,89-00-9,C7H5NO4,167.021858,Inactive,0,0
DTXSID8041371,"3,6,9,12,15-Pentaoxahexadecanol",23778-52-1,C11H24O6,252.157288,Inactive,0,0
DTXSID8041379,"2,6-Di-tert-butyl-4-methoxyphenol",489-01-0,C15H24O2,236.17763,Inactive,0,0
DTXSID8041400,"2-Butyl-2-ethyl-1,3-propanediol",115-84-4,C9H20O2,160.14633,Inactive,0,0
DTXSID8041610,Arabinose,147-81-9,C5H10O5,150.052823,Inactive,0,0
DTXSID8041668,Bibenzyl,103-29-7,C14H14,182.10955,Active,0.835452828,0.270058614
DTXSID8041745,C.I. Solvent Yellow 56,2481-94-9,C16H19N3,253.157898,Inactive,0,0
DTXSID8041901,Disulfoton sulfone,2497/6/5,C8H19O4PS3,306.01831,Inactive,0,0
DTXSID8041909,Dysprosium(III) chloride,10025-74-8,Cl3Dy,268.83574,Inactive,0,0
DTXSID8041955,Ethyl diethanolamine,139-87-7,C6H15NO2,133.110279,Inactive,0,0
DTXSID8041957,Ethyl orthoformate,122-51-0,C7H16O3,148.109944,Inactive,0,0
DTXSID8042006,Glyceryl monooctanoate,26402-26-6,, ,Inactive,0,0
DTXSID8042052,1H-Indene,95-13-6,C9H8,116.0626,Inactive,0,0
DTXSID8042187,"N,N'-Dibutylthiourea",109-46-6,C9H20N2S,188.13472,Inactive,0,0
DTXSID8042189,"N,N-Diisopropylaniline",4107-98-6,C12H19N,177.15175,Inactive,0,0
DTXSID8042210,N-Methylpyrrolidine,120-94-5,C5H11N,85.089149,Inactive,0,0
DTXSID8042264,Pentaerythritol tetraacrylate,4986-89-4,C17H20O8,352.115818,Active,0.830157109,2.1192019
DTXSID8042343,Propyl ether,111-43-3,C6H14O,102.104465,Inactive,0,0
DTXSID8042349,Prothiofos,34643-46-4,C11H15Cl2O2PS2,343.962814,Inactive,0,0
DTXSID8042399,Sodium abietate,14351-66-7,C20H29NaO2,324.206524,Active,-0.795875282,1.972841956
DTXSID8042422,Styrene glycol,93-56-1,C8H10O2,138.06808,Inactive,0,0
DTXSID8042424,Sulfaquinoxaline,59-40-5,C14H12N4O2S,300.068097,Inactive,0,0
DTXSID8042426,Sulfosuccinic acid,5138-18-1,C4H6O7S,197.983424,Inactive,0,0
DTXSID8042478,Tolylfluanid,731-27-1,C10H13Cl2FN2O2S2,345.977954,Active,0.961082448,1.395575114
DTXSID8042503,Tripropylene glycol butyl ether,55934-93-5,C13H28O4,248.198759,Inactive,0,0
DTXSID8042507,1-Phenylurea,1964/10/8,C7H8N2O,136.063663,Inactive,0,0
DTXSID8043941,N-Formylpiperidine,2591-86-8,C6H11NO,113.084064,Inactive,0,0
DTXSID8044175,Clove leaf oil,8000-34-8,, ,Active,1.150965827,3.068959867
DTXSID8044177,Nutmeg oil,8008-45-5,, ,Inactive,0,0
DTXSID8044200,"3,3'-Thiodipropionic acid",111-17-1,C6H10O4S,178.02998,Inactive,0,0
DTXSID8044202,Octyl acetate,112-14-1,C10H20O2,172.14633,Inactive,0,0
DTXSID8044337,Diquat-d4 dibromide,NOCAS_44337,C12H8D4Br2N2,345.961831,Active,0.928809309,0.59259626
DTXSID8044381,Bismaleimide,13676-54-5,C21H14N2O4,358.095357,Active,1.143232347,1.23050846
DTXSID8044383,Diphenyl sulfide,139-66-2,C12H10S,186.050321,Inactive,0,0
DTXSID8044385,(2E)-3-Phenylprop-2-enenitrile,1885-38-7,C9H7N,129.057849,Inactive,0,0
DTXSID8044389,3-Methoxy-3-methylbutan-1-ol,56539-66-3,C6H14O2,118.09938,Inactive,0,0
DTXSID8044416,"1,2,4-Butanetriol",3068-00-6,C4H10O3,106.062994,Inactive,0,0
DTXSID8044462,Triethoxy(phenyl)silane,780-69-8,C12H20O3Si,240.118171,Inactive,0,0
DTXSID8044464,"1,4-Dihydroxyanthracene-9,10-dione",81-64-1,C14H8O4,240.042259,Inactive,0,0
DTXSID8044541,Isocyclocitral,1335-66-6,, ,Inactive,0,0
DTXSID8044543,"Disodium 3-hydroxynaphthalene-2,7-disulfonate",135-51-3,C10H6Na2O7S2,347.935033,Active,0.853697889,0.642508447
DTXSID8044545,Minocycline hydrochloride,13614-98-7,C23H28ClN3O7,493.161578,Inactive,0,0
DTXSID8044547,2-Heptylcyclopentanone,137-03-1,C12H22O,182.167065,Inactive,0,0
DTXSID8044593,1-Benzylquinolinium chloride,15619-48-4,C16H14ClN,255.081477,Inactive,0,0
DTXSID8044595,"1-(4-Chlorophenyl)-4,4-dimethylpent-1-en-3-one",1577-03-3,C13H15ClO,222.081143,Active,1.174249335,1.34560255
DTXSID8044620,"Trimethyl benzene-1,2,4-tricarboxylate",2459/10/1,C12H12O6,252.063388,Inactive,0,0
DTXSID8044676,2-(Dodecyloxy)ethanol,4536-30-5,C14H30O2,230.22458,Active,1.247479814,0.75284857
DTXSID8044678,Orphenadrine dihydrogen citrate,4682-36-4,C24H31NO8,461.204967,Inactive,0,0
DTXSID8044703,4-Chlorobenzonitrile,623-03-0,C7H4ClN,137.003227,Inactive,0,0
DTXSID8044753,"2,6-Dimethylhept-5-enal",106-72-9,C9H16O,140.120115,Inactive,0,0
DTXSID8044755,Prop-2-en-1-yl 3-cyclohexylpropanoate,2705-87-5,C12H20O2,196.14633,Inactive,0,0
DTXSID8044757,3-Methylbutyl 3-methylbutanoate,659-70-1,C10H20O2,172.14633,Inactive,0,0
DTXSID8044759,"1,1,3,3,5,5,7,7-Octamethyltetrasiloxane",1000-05-1,C8H26O3Si4,282.095901,Inactive,0,0
DTXSID8044830,2-Hydroxy-2-methylpropiophenone,7473-98-5,C10H12O2,164.08373,Inactive,0,0
DTXSID8044832,"1,1-Dimethoxy-3,7-dimethylocta-2,6-diene",7549-37-3,C12H22O2,198.16198,Inactive,0,0
DTXSID8044836,"2,4,4'-Trihydroxybenzophenone",1470-79-7,C13H10O4,230.057909,Inactive,0,0
DTXSID8044880,2-[2-(2-Propoxyethoxy)ethoxy]ethanol,23305-64-8,C9H20O4,192.136159,Inactive,0,0
DTXSID8044882,Di(ethylene glycol) dimethacrylate,2358-84-1,C12H18O5,242.115424,Inactive,0,0
DTXSID8044886,"5,5'-Bi-2-benzofuran-1,1',3,3'-tetrone",2420-87-3,C16H6O6,294.016438,Inactive,0,0
DTXSID8044888,Barium bis(2-ethylhexanoate),2457/1/4,C16H30BaO4,424.119656,Inactive,0,0
DTXSID8044911,Isooctyl 3-mercaptopropionate,30374-01-7,, ,Inactive,0,0
DTXSID8044913,N-[3-(Dimethylamino)propyl]dodecanamide,3179-80-4,C17H36N2O,284.282764,Inactive,0,0
DTXSID8044969,Methyl perfluoro(3-(1-ethenyloxypropan-2-yloxy)propanoate),63863-43-4,C9H3F13O4,421.982375,Inactive,0,0
DTXSID8045191,Ranitidine,66357-35-5,C13H22N4O3S,314.141262,Inactive,0,0
DTXSID8046614,Sevoflurane,28523-86-6,C4H3F7O,200.007212,Inactive,0,0
DTXSID8047000,"1,2-Bis(2-chloroethoxy)ethane",112-26-5,C6H12Cl2O2,186.021435,Inactive,0,0
DTXSID8047050,Nootkatone,4674-50-4,C15H22O,218.167065,Active,0.925548304,0.297539155
DTXSID8047052,Valencene,4630/7/3,C15H24,204.187801,Inactive,0,0
DTXSID8047056,"N,N-Didodecyl-1-dodecanamine",102-87-4,C36H75N,521.589951,Inactive,0,0
DTXSID8047058,Ethyl levulinate,539-88-8,C7H12O3,144.078644,Inactive,0,0
DTXSID8047131,3-Methyl-2-butenyl benzoate,5205/11/8,C12H14O2,190.09938,Inactive,0,0
DTXSID8047133,"2,4,5-Trimethyl-3-oxazoline",22694-96-8,C6H11NO,113.084064,Inactive,0,0
DTXSID8047135,2-Methylbenzenethiol,137-06-4,C7H8S,124.034671,Active,0.786912336,0.831531694
DTXSID8047137,Betamethasone 21-phosphate disodium,151-73-5,C22H28FNa2O8P,516.130122,Inactive,0,0
DTXSID8047139,5-Cyclohexadecen-1-one,37609-25-9,C16H28O,236.214016,Active,1.374410279,0.997657813
DTXSID8047185,Isopentyl benzoate,94-46-2,C12H16O2,192.11503,Inactive,0,0
DTXSID8047187,Citronellyl propionate,141-14-0,C13H24O2,212.17763,Inactive,0,0
DTXSID8047189,Decyl acetate,112-17-4,C12H24O2,200.17763,Inactive,0,0
DTXSID8047218,"Sodium bisulfite, mixture of NaHSO3 and Na2S2O5",NOCAS_47218,, ,Inactive,0,0
DTXSID8047262,CI-1029,207736-05-8,C28H37NO4S,483.24433,Inactive,0,0
DTXSID8047264,CP-283097,171866-31-2,C20H22FNO4,359.153286,Inactive,0,0
DTXSID8047266,CP-544439,230954-09-3,C18H19FN2O6S,410.094786,Inactive,0,0
DTXSID8047268,CI-959,104795-68-8,C14H14N5NaO3S,355.071505,Active,1.165866593,0.267221804
DTXSID8047341,SSR146977,264618-44-2,C35H42Cl2N4O2,620.268482,Active,0.964159692,1.796888072
DTXSID8047347,SR271425,155990-20-8,C22H27N3O3S,413.177313,Inactive,0,0
DTXSID8047349,AVE8488,NOCAS_47349,C23H25ClFN3O4,461.151762,Active,1.258797374,0.724617609
DTXSID8047391,SAR102608,1068967-96-3,C20H16FN5O,361.133888,Inactive,0,0
DTXSID8047395,"Diisononyl cyclohexane-1,2-dicarboxylate",166412-78-8,, ,Inactive,0,0
DTXSID8047399,Cashmeran,33704-61-9,C14H22O,206.167065,Inactive,0,0
