DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,HIT CALL,LXR_Emax,LXR_assay
DTXSID4047335,MK-812,851916-42-2,C28H40F3N3O7,587.281835,Inactive,0,0
DTXSID4047337,PharmaGSID_47337,1061517-62-1,C34H31N4NaO4,582.2243,Inactive,0,0
DTXSID4047339,SR144190,181640-09-5,C33H39ClF2N4O3,612.267875,Inactive,0,0
DTXSID4047381,AVE8923,NOCAS_47381,C21H27BrClFN2O2S,504.064918,Inactive,0,0
DTXSID4047383,AVE3247,1437319-46-4,C25H23ClN5NaO4S,547.105697,Inactive,0,0
DTXSID4047385,SAR377142,NOCAS_47385,C28H37ClN6O6,588.246311,Active,1.442903375,0.633659696
DTXSID4047387,SAR102779,NOCAS_47387,C35H38Cl2FN3O7,701.207084,Active,1.54864852,0.997657813
DTXSID4047389,SAR 150640,433212-21-6,C25H35ClN2O7S,542.18535,Active,0.847375037,0.746512517
DTXSID4047410,Linalyl cinnamate,78-37-5,C19H24O2,284.17763,Active,0.907968704,1.337858935
DTXSID4047412,1-(4-Methoxyphenyl)-1-pentene-3-one,104-27-8,C12H14O2,190.09938,Active,0.750594443,0.685097951
DTXSID4047414,"Hexa-2,4-dienyl isobutyrate",16491-24-0,C10H16O2,168.11503,Active,0.804498387,0.423242623
DTXSID4047416,2-methyl-6-methylideneoct-7-en-2-yl acetate,1118-39-4,C12H20O2,196.14633,Inactive,0,0
DTXSID4047418,Acetaldehyde ethyl cis-3-hexenyl acetal,28069-74-1,C10H20O2,172.14633,Inactive,0,0
DTXSID4047462,3-Carene,13466-78-9,C10H16,136.125201,Inactive,0,0
DTXSID4047464,2-Ethyl-3-methylpyrazine,15707-23-0,C7H10N2,122.084398,Inactive,0,0
DTXSID4047466,2-Isopropoxyethanol,109-59-1,C5H12O2,104.08373,Inactive,0,0
DTXSID4047468,2-tert-Butyl-6-methylphenol,2219-82-1,C11H16O,164.120115,Inactive,0,0
DTXSID4047545,3-Thiatetradecanoic acid,116296-31-2,C13H26O2S,246.165351,Active,1.358069997,0.857041319
DTXSID4047547,Hydroxycitronellal dimethyl acetal,141-92-4,C12H26O3,218.188195,Inactive,0,0
DTXSID4047549,"Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate",6290-17-1,C9H16O4,188.104859,Inactive,0,0
DTXSID4047591,Allyl-alpha-ionone,79-78-7,C16H24O,232.182715,Active,1.308153128,0.27508135
DTXSID4047593,alpha-Phellandrene,99-83-2,C10H16,136.125201,Inactive,0,0
DTXSID4047597,Poloxalene,9003/11/6,, ,Inactive,0,0
DTXSID4047599,Hexyl 2-methylbutanoate,10032-15-2,C11H22O2,186.16198,Inactive,0,0
DTXSID4047620,2-Methylpyrazine,109-08-0,C5H6N2,94.053098,Inactive,0,0
DTXSID4047622,Oxacycloheptadecan-2-one,109-29-5,C16H30O2,254.22458,Active,0.802592337,0.723692234
DTXSID4047624,Butyl undec-10-enoate,109-42-2,C15H28O2,240.20893,Inactive,0,0
DTXSID4047628,Dicyclohexyl disulfide,2550-40-5,C12H22S2,230.116293,Inactive,0,0
DTXSID4047672,Flubendiamide,272451-65-7,C23H22F7IN2O4S,682.02332,Inactive,0,0
DTXSID4047703,2-Methyl-4-oxo-4H-pyran-3-yl isobutyrate,65416-14-0,C10H12O4,196.073559,Inactive,0,0
DTXSID4047705,12-Oxahexadecanolide,6707-60-4,C15H28O3,256.203845,Active,0.903862429,0.633996119
DTXSID4047709,Cananga oil,68606-83-7,, ,Inactive,0,0
DTXSID4047753,Perylene,198-55-0,C20H12,252.0939,Inactive,0,0
DTXSID4047882,Phenylparaben,17696-62-7,C13H10O3,214.062994,Inactive,0,0
DTXSID4048191,"4,4'-Methylenebis(2,6-diethylaniline)",13680-35-8,C21H30N2,310.240899,Active,2.028498065,0.997657813
DTXSID4048193,"4,4'-Di-tert-butylbiphenyl",1625-91-8,C20H26,266.203451,Inactive,0,0
DTXSID4048195,4-(Hexyloxy)phenol,18979-55-0,C12H18O2,194.13068,Active,1.722474025,0.8976467
DTXSID4048199,4-Butyloxyaniline,4344-55-2,C10H15NO,165.115364,Inactive,0,0
DTXSID4048511,Ro 3280,1062243-51-9,C27H35F2N7O3,543.276944,Active,1.353973599,1.743826121
DTXSID4048513,PharmaGSID_48513,825643-57-0,C30H30F7N3O3,613.217539,Inactive,0,0
DTXSID4048519,PharmaGSID_48519,686756-87-6,C22H20BrN5O4,497.069867,Active,1.979187215,1.386790658
DTXSID4051536,Hex-1-yn-3-ol,105-31-7,C6H10O,98.073165,Inactive,0,0
DTXSID4051580,6-Methyl-3-hydroxypyridine,1121-78-4,C6H7NO,109.052764,Inactive,0,0
DTXSID4051586,(-)Carophyllene oxide,1139-30-6,C15H24O,220.182715,Inactive,0,0
DTXSID4051619,4-Chlorobenzoyl chloride,122-01-0,C7H4Cl2O,173.96392,Inactive,0,0
DTXSID4051900,2-(Diethylamino)ethyl acrylate,2426-54-2,C9H17NO2,171.125929,Inactive,0,0
DTXSID4052132,"2,3-Dihydro-1H-indene",496-11-7,C9H10,118.07825,Inactive,0,0
DTXSID4052186,4-Iodophenol,540-38-5,C6H5IO,219.93851,Inactive,0,0
DTXSID4052213,2'-Aminoacetophenone,551-93-9,C8H9NO,135.068414,Inactive,0,0
DTXSID4052267,Glycerol tributyrate,1960/1/5,C15H26O6,302.172939,Inactive,0,0
DTXSID4052269,Triphenylstibine,603-36-1,C18H15Sb,352.02119,Active,0.948713655,1.593456272
DTXSID4052342,Thymine,65-71-4,C5H6N2O2,126.042927,Inactive,0,0
DTXSID4052502,"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",75980-60-8,C22H21O2P,348.127917,Active,1.356989055,1.514127159
DTXSID4052506,3-Methylbut-3-en-1-ol,763-32-6,C5H10O,86.073165,Inactive,0,0
DTXSID4052550,Methyl toluene-4-sulfonate,80-48-8,C8H10O3S,186.035065,Inactive,0,0
DTXSID4052554,Naphthalenetetracarboxylic dianhydride,81-30-1,C14H4O6,268.000788,Inactive,0,0
DTXSID4052558,Quinalizarin,81-61-8,C14H8O6,272.032088,Inactive,0,0
DTXSID4052689,"2,2',4,4',6-Pentabromodiphenyl ether",189084-64-8,C12H5Br5O,559.62573,Inactive,0,0
DTXSID4052710,"2,4,4'-Tribromodiphenyl ether",41318-75-6,C12H7Br3O,403.804704,Inactive,0,0
DTXSID4052891,ZRMN-120612,NOCAS_52891,, ,Inactive,0,0
DTXSID4052893,SCGA-041713,NOCAS_52893,, ,Inactive,0,0
DTXSID4052895,C111HS-041013,NOCAS_52895,, ,Inactive,0,0
DTXSID4052897,IRIA-052113,NOCAS_52897,, ,Inactive,0,0
DTXSID4052899,US-WWTP,NOCAS_52899,, ,Inactive,0,0
DTXSID4058655,BPS-MPE4,63134-33-8,C19H16O4S,340.07693,Active,1.585731044,0.997657813
DTXSID4059833,Perfluorohexanedioic acid,336-08-3,C6H2F8O4,289.982534,Inactive,0,0
