PREFERRED NAME,DTXSID,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,PPARg_antagonist_ch1,PPARg_Emax,PPARg_assay
Pitofenone hydrochloride,DTXSID7046461,1248-42-6,C22H26ClNO4,403.155036,Inactive,0,0
Malotilate,DTXSID7046463,59937-28-9,C12H16O4S2,288.049001,Inactive,0,0
Drospirenone,DTXSID7046465,67392-87-4,C24H30O3,366.219495,Inactive,0,0
Argatroban,DTXSID7046467,74863-84-6,C23H36N6O5S,508.246789,Inactive,0,0
Pyridoxal 5'-phosphate monohydrate,DTXSID7046594,41468-25-1,C8H12NO7P,265.035139,Inactive,0,0
Pemirolast potassium,DTXSID7046623,100299-08-9,C10H7KN6O,266.03184,Inactive,0,0
Bosentan,DTXSID7046627,147536-97-8,C27H29N5O6S,551.183855,Inactive,0,0
Eptifibatide,DTXSID7046673,188627-80-7,C35H49N11O9S2,831.315615,Inactive,0,0
Lapatinib,DTXSID7046675,231277-92-2,C29H26ClFN4O4S,580.134732,Active,36.29030809,2.22131547
Pipethanate ethylbromide,DTXSID7046677,23182-46-9,C23H30BrNO3,447.140907,Inactive,0,0
N-Carbamyl-L-glutamic acid,DTXSID7046706,1188-38-1,C6H10N2O5,190.058971,Inactive,0,0
Desonide,DTXSID7046756,638-94-8,C24H32O6,416.219889,Inactive,0,0
Disodium 2-hydroxybutanedioate,DTXSID7046831,676-46-0,C4H4Na2O5,177.985412,Inactive,0,0
Pentisomicin,DTXSID7046887,55870-64-9,C19H37N5O7,447.269299,Inactive,0,0
Furazabol,DTXSID7046889,1239-29-8,C20H30N2O2,330.230728,Inactive,0,0
Azosemide,DTXSID7046910,27589-33-9,C12H11ClN6O2S2,370.007344,Inactive,0,0
Imidapril hydrochloride,DTXSID7046912,89396-94-1,C20H28ClN3O6,441.166663,Inactive,0,0
Temocapril hydrochloride,DTXSID7046914,110221-44-8,C23H29ClN2O5S2,512.120642,Inactive,0,0
Guanethidine sulfate,DTXSID7046966,1960/2/6,C20H46N8O4S,494.336273,Inactive,0,0
Heptadecane,DTXSID7047061,629-78-7,C17H36,240.281701,Inactive,0,0
"1,2-Dimethoxybenzene",DTXSID7047065,91-16-7,C8H10O2,138.06808,Inactive,0,0
Lepidine,DTXSID7047067,491-35-0,C10H9N,143.073499,Inactive,0,0
Isopropyl citrate (Mixture),DTXSID7047140,NOCAS_47140,, ,Inactive,0,0
beta-Cyclocitral,DTXSID7047142,432-25-7,C10H16O,152.120115,Inactive,0,0
Chlorhexidine dihydrochloride,DTXSID7047144,3697-42-5,C22H32Cl4N10,576.156552,Inactive,0,0
Diethylstilbestrol dipropionate,DTXSID7047146,130-80-3,C24H28O4,380.198759,Inactive,0,0
gamma-Dodecalactone,DTXSID7047190,2305/5/7,C12H22O2,198.16198,Inactive,0,0
"trans-2,cis-6-Nonadien-1-ol",DTXSID7047192,28069-72-9,C9H16O,140.120115,Inactive,0,0
"6,7-Dihydro-5-methyl-5H-cyclopentapyrazine",DTXSID7047196,23747-48-0,C8H10N2,134.084398,Inactive,0,0
Ethyl 2-methylpentanoate,DTXSID7047198,39255-32-8,C8H16O2,144.11503,Inactive,0,0
PD 0343701,DTXSID7047271,676116-04-4,C26H34N4O4S2,530.202148,Active,83.29213924,1.472703005
Elzasonan,DTXSID7047277,361343-19-3,C22H23Cl2N3OS,447.093889,Inactive,0,0
CP-532623,DTXSID7047279,261947-38-0,C27H27F9N2O3,598.187796,Inactive,0,0
CP-100829,DTXSID7047304,135080-03-4,C14H7Cl2FN2O3S,371.953847,Active,35.82881327,2.713254949
CP-634384,DTXSID7047306,290352-28-2,C19H19NO5,341.126323,Inactive,0,0
CP-105696,DTXSID7047308,158081-99-3,C28H28O4,428.198759,Active,54.38544162,1.1
Ilepatril,DTXSID7047356,473289-62-2,C22H28N2O5S,432.171893,Inactive,0,0
Nelivaptan,DTXSID7047358,439687-69-1,C30H32ClN3O8S,629.159864,Inactive,0,0
Equilin,DTXSID7047433,474-86-2,C18H20O2,268.14633,Inactive,0,0
Fluorometholone,DTXSID7047435,426-13-1,C22H29FO4,376.204988,Inactive,0,0
alpha-Hexyl-gamma-butyrolactone,DTXSID7047437,18436-37-8,C10H18O2,170.13068,Inactive,0,0
Benzyl 3-methylbutyl ether,DTXSID7047439,122-73-6,C12H18O,178.135765,Inactive,0,0
Sodium nonyl sulfate,DTXSID7047487,1072-15-7,C9H19NaO4S,246.090175,Inactive,0,0
Benzyl butyrate,DTXSID7047510,103-37-7,C11H14O2,178.09938,Inactive,0,0
Indium(III) chloride hydrate,DTXSID7047512,143983-91-9,Cl3H4InO2,255.831566,Inactive,0,0
Levamisole hydrochloride,DTXSID7047518,16595-80-5,C11H13ClN2S,240.048797,Inactive,0,0
(3Z)-Hex-3-en-1-yl hexanoate,DTXSID7047560,31501-11-8,C12H22O2,198.16198,Inactive,0,0
(3Z)-Hex-3-en-1-yl (2E)-2-methylbut-2-enoate,DTXSID7047562,67883-79-8,C11H18O2,182.13068,Inactive,0,0
Metamitron,DTXSID7047568,41394-05-2,C10H10N4O,202.085461,Inactive,0,0
Dodecyl acetate,DTXSID7047641,112-66-3,C14H28O2,228.20893,Inactive,0,0
1-Cyclohexylethanol,DTXSID7047643,1193-81-3,C8H16O,128.120115,Inactive,0,0
Methyl 4-methoxybenzoate,DTXSID7047645,121-98-2,C9H10O3,166.062994,Inactive,0,0
3-Phenyl-2-propen-1-yl 3-phenylacrylate,DTXSID7047647,122-69-0,C18H16O2,264.11503,Inactive,0,0
4-Methoxybenzyl formate,DTXSID7047649,122-91-8,C9H10O3,166.062994,Inactive,0,0
Naphthalen-2-yl 2-aminobenzoate,DTXSID7047697,63449-68-3,C17H13NO2,263.094629,Inactive,0,0
trans-2-Ethoxy-5-(1-propenyl)phenol,DTXSID7047726,63477-41-8,C11H14O2,178.09938,Inactive,0,0
Diphenylpyraline hydrochloride,DTXSID7047772,132-18-3,C19H24ClNO,317.154642,Inactive,0,0
Trimethobenzamide hydrochloride,DTXSID7047774,554-92-7,C21H29ClN2O5,424.1765,Inactive,0,0
Proguanil hydrochloride,DTXSID7047776,637-32-1,C11H17Cl2N5,289.086101,Inactive,0,0
Alendronate sodium,DTXSID7047801,121268-17-5,C4H18NNaO10P2,325.030364,Inactive,0,0
Lincomycin hydrochloride,DTXSID7047803,859-18-7,C18H35ClN2O6S,442.190436,Inactive,0,0
Clobutinol hydrochloride,DTXSID7047807,1215-83-4,C14H23Cl2NO,291.11567,Inactive,0,0
Vinrosidine sulfate (1:x),DTXSID7047853,18556-44-0,, ,Inactive,0,0
"1-Butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)imide",DTXSID7047930,350493-08-2,C11H17F6N3O4S2,433.056467,Inactive,0,0
1-Butylpyridinium hexafluorophosphate,DTXSID7047932,186088-50-6,C9H14F6NP,281.076805,Inactive,0,0
1-Hexylpyridinium bromide,DTXSID7047934,74440-81-6,C11H18BrN,243.062263,Inactive,0,0
1-Hexylpyridinium hexafluorophosphate,DTXSID7047936,797789-00-5,C11H18F6NP,309.108106,Inactive,0,0
1-Butyl-1-methylpyrrolidinium iodide,DTXSID7047938,56511-17-2,C9H20IN,269.06404,Inactive,0,0
PharmaGSID_48166,DTXSID7048166,NOCAS_48166,C19H21N3O8,419.132865,Inactive,0,0
Fabesetron hydrochloride,DTXSID7048168,129299-90-7,C18H20ClN3O,329.12949,Inactive,0,0
Saxagliptin,DTXSID7048580,361442-04-8,C18H25N3O2,315.194677,Inactive,0,0
Cefcapene pivoxil hydrochloride,DTXSID7048582,147816-23-7,C23H30ClN5O8S2,603.122433,Inactive,0,0
Temoporfin,DTXSID7048619,122341-38-2,C44H32N4O4,680.242356,Inactive,0,0
Detomidine hydrochloride,DTXSID7048661,90038-01-0,C12H15ClN2,222.092376,Inactive,0,0
Dapiprazole hydrochloride,DTXSID7048669,72822-13-0,C19H28ClN5,361.203324,Inactive,0,0
Mucic acid,DTXSID7048740,526-99-8,C6H10O8,210.037567,Inactive,0,0
"2-Chloro-N,N-bis(2-chloroethyl)ethanamine",DTXSID7048744,555-77-1,C6H12Cl3N,203.003533,Active,50.42177736,1.283084773
Ataciguat,DTXSID7048746,254877-67-3,C21H19Cl2N3O6S3,574.981304,Inactive,0,0
Blonanserin,DTXSID7048790,132810-10-7,C23H30FN3,367.242376,Inactive,0,0
"{4-[4-(Acetylamino)-2-oxopyrimidin-1(2H)-yl]-1,3-dioxolan-2-yl}methyl benzoate",DTXSID7048792,NOCAS_48792,C17H17N3O6,359.111735,Inactive,0,0
Cloforex,DTXSID7048794,14261-75-7,C13H18ClNO2,255.102607,Inactive,0,0
Risarestat,DTXSID7048796,79714-31-1,C16H21NO4S,323.119129,Inactive,0,0
Minopafant,DTXSID7048798,128420-61-1,C46H73ClN4O9,860.506608,Inactive,0,0
Cefteram,DTXSID7048821,82547-58-8,C16H17N9O5S2,479.079407,Inactive,0,0
Rapacuronium bromide,DTXSID7048823,156137-99-4,C37H61BrN2O4,676.381471,Inactive,0,0
Propanidid,DTXSID7048825,1421-14-3,C18H27NO5,337.188923,Inactive,0,0
Clometacine,DTXSID7048827,25803-14-9,C19H16ClNO4,357.076786,Inactive,0,0
4'-Piperidinylcarbonylmethoxyacetophenone,DTXSID7048829,31188-99-5,C15H19NO3,261.136493,Inactive,0,0
Dexfenfluramine hydrochloride,DTXSID7048871,3239-45-0,C12H17ClF3N,267.100162,Inactive,0,0
S-(-)-Secobarbital,DTXSID7048873,20224-45-7,C12H18N2O3,238.131742,Inactive,0,0
Mecloqualone,DTXSID7048875,340-57-8,C15H11ClN2O,270.055991,Inactive,0,0
Ibogaine hydrochloride (1:x),DTXSID7048877,36415-61-9,, ,Inactive,0,0
Mescaline hydrochloride,DTXSID7048879,832-92-8,C11H18ClNO3,247.097521,Inactive,0,0
"5-Methoxy-N,N-diisopropyltryptamine hydrochloride",DTXSID7048900,2426-63-3,C17H27ClN2O,310.181191,Inactive,0,0
1-Benzylpiperazine difumarate,DTXSID7048902,106133-22-6,C19H24N2O8,408.153266,Inactive,0,0
Codeine hydrochloride,DTXSID7048904,1422-07-7,C18H22ClNO3,335.128821,Active,53.50414284,1.1
Dihydromorphine,DTXSID7048908,509-60-4,C17H21NO3,287.152144,Inactive,0,0
Gonadorelin hydrochloride,DTXSID7048954,51952-41-1,, ,Inactive,0,0
Esmolol hydrochloride,DTXSID7049003,81161-17-3,C16H26ClNO4,331.155036,Inactive,0,0
Ibudilast,DTXSID7049007,50847-11-5,C14H18N2O,230.141913,Inactive,0,0
Bosutinib methanoate,DTXSID7049051,918639-10-8,C27H33Cl2N5O4,561.19096,Inactive,0,0
Dimethyl(2-phenoxyethyl)-2-thenylammonium iodide,DTXSID7049055,109732-56-1,C15H20INOS,389.03103,Inactive,0,0
Paliperidone,DTXSID7049059,144598-75-4,C23H27FN4O3,426.206719,Inactive,0,0
4-Nitrochalcone,DTXSID7049211,1222-98-6,C15H11NO3,253.073893,Inactive,0,0
2-Chloroanthraquinone,DTXSID7049213,131-09-9,C14H7ClO2,242.013457,Inactive,0,0
"5-Methyl-2,3-hexanedione",DTXSID7049215,13706-86-0,C7H12O2,128.08373,Inactive,0,0
1-Ethyl-3-methylimidazolium nitrate,DTXSID7049217,143314-14-1,C6H11N3O3,173.080041,Inactive,0,0
1-Ethyl-3-methylimidazolium methanesulfonate,DTXSID7049219,145022-45-3,C7H14N2O3S,206.072513,Inactive,0,0
2-Amino-m-cresol,DTXSID7049261,2835-97-4,C7H9NO,123.068414,Inactive,0,0
1-Butyl-2-methylpyridinium tetrafluoroborate,DTXSID7049263,286453-46-1,C10H16BF4N,237.131192,Inactive,0,0
2-Bromo-5-hydroxy-benzaldehyde,DTXSID7049265,2973-80-0,C7H5BrO2,199.947292,Inactive,0,0
1-Butyl-4-methylpyridinium iodide,DTXSID7049267,32353-64-3,C10H16IN,277.03274,Inactive,0,0
1-Methyl-1-propylpyrrolidinium hexfluorophosphate,DTXSID7049269,327022-58-2,C8H18F6NP,273.108106,Inactive,0,0
7-Methylbenzo(a)pyrene,DTXSID7049340,63041-77-0,C21H14,266.10955,Active,133.185628,1.040035257
1-Butyl-3-methylimidazolium iodide,DTXSID7049342,65039-05-6,C8H15IN2,266.02799,Inactive,0,0
3-Chloro-4-fluorobenzoyl chloride,DTXSID7049344,65055-17-6,C7H3Cl2FO,191.954498,Inactive,0,0
"2,6-Dichlorobenzenesulfonylchloride",DTXSID7049346,6579-54-0,C6H3Cl3O2S,243.891934,Inactive,0,0
n-Nonyl bromide,DTXSID7049348,693-58-3,C9H19Br,206.067014,Inactive,0,0
1-Methyl-1-propylpyrrolidinium trifluoromethanesulfonate,DTXSID7049390,1224852-54-3,C9H18F3NO3S,277.095949,Inactive,0,0
4-Nitrobenzylbromide,DTXSID7049392,100-11-8,C7H6BrNO2,214.958191,Inactive,0,0
(+/-)-Camphorquinone,DTXSID7049394,10373-78-1,C10H14O2,166.09938,Inactive,0,0
Dipivaloylmethane,DTXSID7049396,1118-71-4,C11H20O2,184.14633,Inactive,0,0
Safranal,DTXSID7049398,116-26-7,C10H14O,150.104465,Inactive,0,0
Betaine monohydrate,DTXSID7049421,590-47-6,C5H13NO3,135.089543,Inactive,0,0
3-Hydroxy-4-methoxy-benzaldehyde,DTXSID7049423,621-59-0,C8H8O3,152.047344,Inactive,0,0
Tetracyanoethylene,DTXSID7049425,670-54-2,C6N4,128.012296,Inactive,0,0
9-Anthracenecarboxylic acid,DTXSID7049427,723-62-6,C15H10O2,222.06808,Inactive,0,0
Acenaphthenequinone,DTXSID7049429,82-86-0,C12H6O2,182.036779,Inactive,0,0
NTP Mix39 CT1 2-EQP,DTXSID7049471,NOCAS_49471,, ,Inactive,0,0
NTP Mix54 CT1 3-EQP,DTXSID7049473,NOCAS_49473,, ,Inactive,0,0
NTP Mix56 CT1 3-EQP,DTXSID7049475,NOCAS_49475,, ,Inactive,0,0
NTP Mix41 CT1 3-EQP,DTXSID7049477,NOCAS_49477,, ,Inactive,0,0
NTP Mix33 CT1 1-EQP,DTXSID7049479,NOCAS_49479,, ,Inactive,0,0
NTP Mix7 AR1 8-7EQP,DTXSID7049500,NOCAS_49500,, ,Inactive,0,0
NTP Mix9 AR1 8-7EQP,DTXSID7049502,NOCAS_49502,, ,Inactive,0,0
NTP Mix11 AR1 8-7EQP,DTXSID7049504,NOCAS_49504,, ,Inactive,0,0
NTP Mix13 AR1 8-GP,DTXSID7049506,NOCAS_49506,, ,Inactive,0,0
NTP Mix15 AR1 8-GP,DTXSID7049508,NOCAS_49508,, ,Inactive,0,0
NTP Mix95 ER AR1 18-GP,DTXSID7049550,NOCAS_49550,, ,Inactive,0,0
NTP Mix22 AR2 2-EQP,DTXSID7049552,NOCAS_49552,, ,Inactive,0,0
NTP Mix24 AR2 2-EQP,DTXSID7049554,NOCAS_49554,, ,Inactive,0,0
NTP Mix26 AR2 2-EQP,DTXSID7049556,NOCAS_49556,, ,Inactive,0,0
NTP Mix32 AR2 7-EQP,DTXSID7049558,NOCAS_49558,, ,Inactive,0,0
Methyl 3-aminocrotonate,DTXSID7051715,14205-39-1,C5H9NO2,115.063329,Inactive,0,0
"2,3,5-Trimethylhydroquinone",DTXSID7052446,700-13-0,C9H12O2,152.08373,Inactive,0,0
Ameltolide,DTXSID7052860,787-93-9,C15H16N2O,240.126263,Inactive,0,0
Lotrafiban,DTXSID7057602,171049-14-2,C23H32N4O4,428.242356,Inactive,0,0
Aminopentamide sulfate,DTXSID7057604,20701-77-3,C19H26N2O5S,394.156243,Inactive,0,0
2-Aminoethyldiethylamine,DTXSID7057606,100-36-7,C6H16N2,116.131349,Inactive,0,0
Fenadiazole,DTXSID7057608,1008-65-7,C8H6N2O2,162.042927,Inactive,0,0
Metamfepramone,DTXSID7057650,15351-09-4,C11H15NO,177.115364,Inactive,0,0
Istradefylline,DTXSID7057652,155270-99-8,C20H24N4O4,384.179755,Inactive,0,0
Embutramide,DTXSID7057654,15687-14-6,C17H27NO3,293.199094,Inactive,0,0
2-Bromo-4'-chloro-2'-(2-fluorobenzoyl)acetanilide,DTXSID7057656,1584-62-9,C15H10BrClFNO2,368.956747,Inactive,0,0
"3,5-Di-tert-butyl-4-hydroxybenzaldehyde",DTXSID7057658,1620-98-0,C15H22O2,234.16198,Inactive,0,0
3-Trifluoromethyl-4-nitroanilide,DTXSID7057731,393-11-3,C7H5F3N2O2,206.030312,Inactive,0,0
4-(4-Chlorophenyl)-4-piperidinol,DTXSID7057733,39512-49-7,C11H14ClNO,211.076392,Inactive,0,0
1-(2-Furoyl)piperazine,DTXSID7057735,40172-95-0,C9H12N2O2,180.089878,Inactive,0,0
3'-Acetyl-4'-hydroxybutyranilide,DTXSID7057737,40188-45-2,C12H15NO3,221.105193,Inactive,0,0
Methyl 4-acetamido-o-anisate,DTXSID7057739,4093-29-2,C11H13NO4,223.084458,Inactive,0,0
"2,3-Dihydroxypropyl methacrylate",DTXSID7057781,5919-74-4,C7H12O4,160.073559,Inactive,0,0
Diethyl dipropylmalonate,DTXSID7057783,6065-63-0,C13H24O4,244.167459,Inactive,0,0
Ethyl 2-oxopyrrolidin-2-ylacetate,DTXSID7057785,61516-73-2,C8H13NO3,171.089543,Inactive,0,0
Methyl 5-(ethylsulfonyl)-o-anisate,DTXSID7057787,62140-67-4,C11H14O5S,258.056195,Inactive,0,0
Indobufen,DTXSID7057789,63610-08-2,C18H17NO3,295.120843,Inactive,0,0
Propoxate,DTXSID7057810,7036-58-0,C15H18N2O2,258.136828,Inactive,0,0
Fenticonazole,DTXSID7057812,72479-26-6,C24H20Cl2N2OS,454.06734,Inactive,0,0
Ethyl eicosapentaenoate,DTXSID7057814,73310-10-8,, ,Inactive,0,0
Omeprazole sulfide,DTXSID7057816,73590-85-9,C17H19N3O2S,329.119798,Inactive,0,0
Omoconazole,DTXSID7057818,74512-12-2,C20H17Cl3N2O2,422.035561,Inactive,0,0
Aldrin,DTXSID8020040,309-00-2,C12H8Cl6,361.875717,Inactive,0,0
Allyl alcohol,DTXSID8020044,107-18-6,C3H6O,58.041865,Inactive,0,0
Aniline,DTXSID8020090,62-53-3,C6H7N,93.057849,Inactive,0,0
2-Methoxyaniline hydrochloride,DTXSID8020092,134-29-2,C7H10ClNO,159.045092,Inactive,0,0
Anthranilic acid,DTXSID8020094,118-92-3,C7H7NO2,137.047678,Inactive,0,0
Sodium azide,DTXSID8020121,26628-22-8,N3Na,64.998991,Inactive,0,0
Azobenzene,DTXSID8020123,103-33-3,C12H10N2,182.084398,Inactive,0,0
3'-Azido-3'-deoxythymidine,DTXSID8020127,30516-87-1,C10H13N5O4,267.096754,Inactive,0,0
Barbituric acid,DTXSID8020129,67-52-7,C4H4N2O3,128.022192,Inactive,0,0
bis(Chloromethyl) ether,DTXSID8020173,542-88-1,C2H4Cl2O,113.96392,Inactive,0,0
"1,4-Bis[2-(3,5-dichloropyridyloxy)]benzene",DTXSID8020175,76150-91-9,C16H8Cl4N2O2,399.933988,Inactive,0,0
Diisopropanolamine,DTXSID8020179,110-97-4,C6H15NO2,133.110279,Inactive,0,0
2-Bromo-1-ethanol,DTXSID8020200,540-51-2,C2H5BrO,123.952378,Inactive,0,0
Budesonide,DTXSID8020202,51333-22-3,C25H34O6,430.235539,Inactive,0,0
1-Chlorobutane,DTXSID8020206,109-69-3,C4H9Cl,92.039278,Inactive,0,0
Carbon tetrachloride,DTXSID8020250,56-23-5,CCl4,151.875411,Inactive,0,0
Carbromal,DTXSID8020252,77-65-6,C7H13BrN2O2,236.016041,Inactive,0,0
d-Carvone,DTXSID8020256,2244-16-8,C10H14O,150.104465,Inactive,0,0
Ciprofibrate,DTXSID8020331,52214-84-3,C13H14Cl2O3,288.032,Inactive,0,0
Clomiphene citrate (1:1),DTXSID8020337,50-41-9,C32H36ClNO8,597.212945,Inactive,0,0
Deltamethrin,DTXSID8020381,52918-63-5,C22H19Br2NO3,502.973169,Inactive,0,0
Dibenzo-p-dioxin,DTXSID8020410,262-12-4,C12H8O2,184.052429,Inactive,0,0
Diethylene glycol,DTXSID8020462,111-46-6,C4H10O3,106.062994,Inactive,0,0
Diethyl maleate,DTXSID8020464,141-05-9,C8H12O4,172.073559,Inactive,0,0
"N,N'-Diethylthiourea",DTXSID8020466,105-55-5,C5H12N2S,132.07212,Inactive,0,0
"1,2-Diformylhydrazine",DTXSID8020468,628-36-4,C2H4N2O2,88.027277,Inactive,0,0
"5,5-Diphenylhydantoin",DTXSID8020541,57-41-0,C15H12N2O2,252.089878,Inactive,0,0
Dipyrone,DTXSID8020543,68-89-3,C13H16N3NaO4S,333.075921,Inactive,0,0
"2,5-Dithiobiurea",DTXSID8020545,142-46-1,C2H6N4S2,150.003389,Inactive,0,0
Ethyl methylphenylglycidate,DTXSID8020591,77-83-8,C12H14O3,206.094294,Inactive,0,0
1-Ethyl-1-nitrosourea,DTXSID8020593,759-73-9,C3H7N3O2,117.053826,Inactive,0,0
Ethylene glycol,DTXSID8020597,107-21-1,C2H6O2,62.036779,Inactive,0,0
Fenthion,DTXSID8020620,55-38-9,C10H15O3PS2,278.020024,Inactive,0,0
Ferric chloride,DTXSID8020622,7705-08-0,Cl3Fe,160.841494,Inactive,0,0
Ferbam,DTXSID8020624,14484-64-1,C9H18FeN3S6,415.917436,Inactive,0,0
Flecainide acetate,DTXSID8020626,54143-56-5,C19H24F6N2O5,474.158941,Inactive,0,0
Fluometuron,DTXSID8020628,2164-17-2,C10H11F3N2O,232.082347,Inactive,0,0
Griseofulvin,DTXSID8020674,126-07-8,C17H17ClO6,352.071366,Inactive,0,0
Hematoxylin,DTXSID8020678,517-28-2,C16H14O6,302.079038,Inactive,0,0
Hydrazine sulfate,DTXSID8020703,10034-93-2,H6N2O4S,130.004828,Inactive,0,0
2-Hydrazino-4-phenylthiazole,DTXSID8020707,34176-52-8,C9H9N3S,191.051718,Inactive,0,0
4-Hydrazinobenzoic acid hydrochloride,DTXSID8020709,24589-77-3,C7H9ClN2O2,188.035255,Inactive,0,0
Isomalt,DTXSID8020753,64519-82-0,C12H24O11,344.131862,Inactive,0,0
Isoniazid,DTXSID8020755,54-85-3,C6H7N3O,137.058912,Inactive,0,0
Isonicotinic acid,DTXSID8020757,55-22-1,C6H5NO2,123.032028,Inactive,0,0
Isophorone,DTXSID8020759,78-59-1,C9H14O,138.104465,Inactive,0,0
8-Methoxypsoralen,DTXSID8020830,298-81-7,C12H8O4,216.042259,Inactive,0,0
Methyl carbamate,DTXSID8020834,598-55-0,C2H5NO2,75.032028,Inactive,0,0
3'-Methyl-4-(dimethylamino)azobenzene,DTXSID8020838,55-80-1,C15H17N3,239.142248,Inactive,0,0
Methylphenidate hydrochloride,DTXSID8020886,298-59-9,C14H20ClNO2,269.118257,Inactive,0,0
8-Methylquinoline,DTXSID8020888,611-32-5,C10H9N,143.073499,Inactive,0,0
Naphthalene,DTXSID8020913,91-20-3,C10H8,128.0626,Inactive,0,0
1-Naphthaleneacetic acid,DTXSID8020915,86-87-3,C12H10O2,186.06808,Inactive,0,0
N-(1-Naphthyl)ethylenediamine dihydrochloride,DTXSID8020917,1465-25-4,C12H16Cl2N2,258.069054,Inactive,0,0
1-(1-Naphthyl)-2-thiourea,DTXSID8020919,86-88-4,C11H10N2S,202.05647,Inactive,0,0
4-Nitrobenzenamine,DTXSID8020961,100-01-6,C6H6N2O2,138.042927,Inactive,0,0
4-Nitroanthranilic acid,DTXSID8020963,619-17-0,C7H6N2O4,182.032757,Inactive,0,0
6-Nitrobenzimidazole,DTXSID8020965,94-52-0,C7H5N3O2,163.038176,Inactive,0,0
1-Nitrobutane,DTXSID8020967,627-05-4,C4H9NO2,103.063329,Inactive,0,0
Nitroethane,DTXSID8020969,79-24-3,C2H5NO2,75.032028,Inactive,0,0
N-Nitrosopiperidine,DTXSID8021060,100-75-4,C5H10N2O,114.079313,Inactive,0,0
N-Nitrosopyrrolidine,DTXSID8021062,930-55-2,C4H8N2O,100.063663,Inactive,0,0
Phenyl glycidyl ether,DTXSID8021145,122-60-1,C9H10O2,150.06808,Inactive,0,0
Phenylhydrazine,DTXSID8021147,100-63-0,C6H8N2,108.068748,Inactive,0,0
Proflavin hydrochloride,DTXSID8021191,952-23-8,C13H12ClN3,245.071975,Active,217.355052,1.719208645
Pronethalol,DTXSID8021193,54-80-8,C15H19NO,229.146664,Inactive,0,0
"1,3-Propane sultone",DTXSID8021195,1120-71-4,C3H6O3S,122.003765,Inactive,0,0
Pebulate,DTXSID8021199,1114-71-2,C10H21NOS,203.134385,Inactive,0,0
p-Benzoquinone dioxime,DTXSID8021222,105-11-3,C6H6N2O2,138.042927,Inactive,0,0
C.I. Acid Red 114,DTXSID8021224,6459-94-5,C37H28N4Na2O10S3,830.076295,Inactive,0,0
Sodium bithionolate,DTXSID8021270,6385-58-6,C12H4Cl4Na2O2S,397.84815,Inactive,0,0
Sodium chlorite,DTXSID8021272,7758-19-2,ClNaO2,89.948451,Inactive,0,0
Sotalol hydrochloride,DTXSID8021278,959-24-0,C12H21ClN2O3S,308.096141,Inactive,0,0
Tamoxifen citrate,DTXSID8021301,54965-24-1,C32H37NO8,563.251917,Inactive,0,0
(R)-Tegafur,DTXSID8021305,37076-68-9,C8H9FN2O3,200.05972,Inactive,0,0
Temazepam,DTXSID8021309,846-50-4,C16H13ClN2O2,300.066555,Inactive,0,0
Stannous chloride,DTXSID8021351,7772-99-8,Cl2Sn,189.839907,Inactive,0,0
Tolbutamide,DTXSID8021359,64-77-7,C12H18N2O3S,270.103814,Inactive,0,0
"1,1-Dichloroethylene",DTXSID8021438,75-35-4,C2H2Cl2,95.953356,Inactive,0,0
Acetone,DTXSID8021482,67-64-1,C3H6O,58.041865,Inactive,0,0
Phthalic acid,DTXSID8021484,88-99-3,C8H6O4,166.026609,Inactive,0,0
"1,​2,​3-​Benzenetricarboxylic acid, hydrate (1:x)",DTXSID8021486,732304-21-1,, ,Inactive,0,0
"1,3,5-Benzenetricarboxylic acid",DTXSID8021488,554-95-0,C9H6O6,210.016438,Inactive,0,0
Butyraldehyde,DTXSID8021513,123-72-8,C4H8O,72.057515,Inactive,0,0
Butanoic acid,DTXSID8021515,107-92-6,C4H8O2,88.052429,Inactive,0,0
Maleic acid,DTXSID8021517,110-16-7,C4H4O4,116.010959,Inactive,0,0
2-(2-Butoxyethoxy)ethanol,DTXSID8021519,112-34-5,C8H18O3,162.125594,Inactive,0,0
"2,2-Dichloroacetamide",DTXSID8021561,683-72-7,C2H3Cl2NO,126.959169,Inactive,0,0
"4,6-Dichloro-1,3-benzenediol",DTXSID8021563,137-19-9,C6H4Cl2O2,177.958835,Inactive,0,0
"2,3-Dichlorobutane",DTXSID8021565,7581-97-7,C4H8Cl2,126.000306,Inactive,0,0
Nonanedioic acid,DTXSID8021640,123-99-9,C9H16O4,188.104859,Inactive,0,0
Octadecanoic acid,DTXSID8021642,1957/11/4,C18H36O2,284.27153,Inactive,0,0
Octanedioic acid,DTXSID8021644,505-48-6,C8H14O4,174.089209,Inactive,0,0
2-Oxobutanedioic acid,DTXSID8021646,328-42-7,C4H4O5,132.005873,Inactive,0,0
4-Oxopentanoic acid,DTXSID8021648,123-76-2,C5H8O3,116.047344,Inactive,0,0
Undecanoic acid,DTXSID8021690,112-37-8,C11H22O2,186.16198,Inactive,0,0
Strychnine hemisulphate salt,DTXSID8021721,60-41-3,C42H46N4O8S,766.303636,Inactive,0,0
Nicotine sulfate (2:1),DTXSID8021725,65-30-5,C20H30N4O4S,422.198777,Inactive,0,0
Dicumarol,DTXSID8021729,66-76-2,C19H12O6,336.063388,Inactive,0,0
4-(2-Methylbutan-2-yl)phenol,DTXSID8021771,80-46-6,C11H16O,164.120115,Inactive,0,0
