INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	IUPAC_NAME	DTXCID	INCHIKEY	SMILES	BIOCONCENTRATION_FACTOR	LOGP
DTXSID2022048	DSSTox_Substance_Id	DTXSID2022048	Flavone	525-82-6	2-Phenyl-4H-1-benzopyran-4-one	DTXCID602048	VHBFFQKBGNRLFZ-UHFFFAOYSA-N	O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1	105.682	3.56017
DTXSID8047769	DSSTox_Substance_Id	DTXSID8047769	"1,2,3-Trimethylbenzene"	526-73-8	"1,2,3-Trimethylbenzene"	DTXCID7027750	FYGHSUNMUKGBRK-UHFFFAOYSA-N	CC1=CC=CC(C)=C1C	173.38	3.62541
DTXSID6025143	DSSTox_Substance_Id	DTXSID6025143	"2,3-Dimethylphenol"	526-75-0	"2,3-Dimethylphenol"	DTXCID105143	QWBBPBRQALCEIZ-UHFFFAOYSA-N	CC1=C(C)C(O)=CC=C1	10.8393	2.47591
DTXSID8027169	DSSTox_Substance_Id	DTXSID8027169	D-Gluconic acid	526-95-4	D-Gluconic acid	DTXCID307169	RGHNJXZEOKUKBD-SQOUGZDYSA-N	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O	0.11749	-2.49762
DTXSID4037584	DSSTox_Substance_Id	DTXSID4037584	Pentachloroaniline	527-20-8	Pentachloroaniline	DTXCID2017584	KHCZSJXTDDHLGJ-UHFFFAOYSA-N	NC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl	403.645	4.81933
DTXSID6026119	DSSTox_Substance_Id	DTXSID6026119	"1,2,3,5-Tetramethylbenzene"	527-53-7	"1,2,3,5-Tetramethylbenzene"	DTXCID706119	BFIMMTCNYPIMRN-UHFFFAOYSA-N	CC1=CC(C)=C(C)C(C)=C1	311.889	4.09789
DTXSID7022049	DSSTox_Substance_Id	DTXSID7022049	"2,4,6-Trimethylphenol"	527-60-6	"2,4,6-Trimethylphenol"	DTXCID002049	BPRYUXCVCCNUFE-UHFFFAOYSA-N	CC1=CC(C)=C(O)C(C)=C1	13.6144	2.7293
DTXSID6025569	DSSTox_Substance_Id	DTXSID6025569	2-Methylbenzamide	527-85-5	2-Methylbenzamide	DTXCID905569	XXUNIGZDNWWYED-UHFFFAOYSA-N	CC1=CC=CC=C1C(N)=O	3.20627	0.764535
DTXSID4024066	DSSTox_Substance_Id	DTXSID4024066	"1,2-Dinitrobenzene"	528-29-0	"1,2-Dinitrobenzene"	DTXCID604066	IZUKQUVSCNEFMJ-UHFFFAOYSA-N	[O-][N+](=O)C1=C(C=CC=C1)[N+]([O-])=O	6.51628	1.69037
DTXSID3021487	DSSTox_Substance_Id	DTXSID3021487	"1,2,4-Benzenetricarboxylic acid"	528-44-9	"Benzene-1,2,4-tricarboxylic acid"	DTXCID101487	ARCGXLSVLAOJQL-UHFFFAOYSA-N	OC(=O)C1=CC(C(O)=O)=C(C=C1)C(O)=O	0.11995	0.9933
DTXSID8046406	DSSTox_Substance_Id	DTXSID8046406	Benzoylpas	13898-58-3	4-Benzamido-2-hydroxybenzoic acid	DTXCID6026406	GNZCRYWFWKFIDM-UHFFFAOYSA-N	OC(=O)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1O	1.70216	3.03888
DTXSID6022050	DSSTox_Substance_Id	DTXSID6022050	2-Tolunitrile	529-19-1	2-Methylbenzonitrile	DTXCID702050	NWPNXBQSRGKSJB-UHFFFAOYSA-N	CC1=CC=CC=C1C#N	7.24436	2.20773
DTXSID1022051	DSSTox_Substance_Id	DTXSID1022051	2-Tolualdehyde	529-20-4	2-Methylbenzaldehyde	DTXCID102051	BTFQKIATRPGRBS-UHFFFAOYSA-N	CC1=C(C=O)C=CC=C1	 	2.25636
DTXSID7027174	DSSTox_Substance_Id	DTXSID7027174	"1,2,3,4-Tetrahydronaphthalen-1-ol"	529-33-9	"1,2,3,4-Tetrahydronaphthalen-1-ol"	DTXCID607174	JAAJQSRLGAYGKZ-UHFFFAOYSA-N	OC1CCCC2=C1C=CC=C2	14.7571	1.9808
DTXSID2027175	DSSTox_Substance_Id	DTXSID2027175	"1,2,3,4-Tetrahydronaphthalen-1-one"	529-34-0	"3,4-Dihydronaphthalen-1(2H)-one"	DTXCID007175	XHLHPRDBBAGVEG-UHFFFAOYSA-N	O=C1CCCC2=C1C=CC=C2	17.5388	2.41367
DTXSID9020293	DSSTox_Substance_Id	DTXSID9020293	2-Chloroacetophenone	532-27-4	2-Chloro-1-phenylethan-1-one	DTXCID90293	IMACFCSSMIZSPP-UHFFFAOYSA-N	ClCC(=O)C1=CC=CC=C1	10.666	2.39407
DTXSID2025422	DSSTox_Substance_Id	DTXSID2025422	alpha-Hydroxybenzeneacetonitrile	532-28-5	Hydroxy(phenyl)acetonitrile	DTXCID705422	NNICRUQPODTGRU-UHFFFAOYSA-N	OC(C#N)C1=CC=CC=C1	3.42768	0.765113
DTXSID1041346	DSSTox_Substance_Id	DTXSID1041346	"2,4-D-ethyl ester"	533-23-3	"Ethyl (2,4-dichlorophenoxy)acetate"	DTXCID9021346	JSLBZIVMVVHMDJ-UHFFFAOYSA-N	CCOC(=O)COC1=C(Cl)C=C(Cl)C=C1	42.3643	3.13514
DTXSID6022842	DSSTox_Substance_Id	DTXSID6022842	Clomethiazole	533-45-9	"5-(2-Chloroethyl)-4-methyl-1,3-thiazole"	DTXCID802842	PCLITLDOTJTVDJ-UHFFFAOYSA-N	CC1=C(CCCl)SC=N1	10.7152	2.11983
DTXSID7024902	DSSTox_Substance_Id	DTXSID7024902	Dazomet	533-74-4	"3,5-Dimethyl-1,3,5-thiadiazinane-2-thione"	DTXCID004902	QAYICIQNSGETAS-UHFFFAOYSA-N	CN1CSC(=S)N(C)C1	4.31519	0.630444
DTXSID8049416	DSSTox_Substance_Id	DTXSID8049416	Tropolone	533-75-5	"2-Hydroxycyclohepta-2,4,6-trien-1-one"	DTXCID7029376	MDYOLVRUBBJPFM-UHFFFAOYSA-N	OC1=CC=CC=CC1=O	2.04174	0.529984
DTXSID2021577	DSSTox_Substance_Id	DTXSID2021577	"1,3-Dichloropropanone"	534-07-6	"1,3-Dichloropropan-2-one"	DTXCID001577	SUNMBRGCANLOEG-UHFFFAOYSA-N	ClCC(=O)CCl	4.54988	1.06745
DTXSID2042191	DSSTox_Substance_Id	DTXSID2042191	"N,N'-Dimethylthiourea"	534-13-4	"N,N'-Dimethylthiourea"	DTXCID0022191	VLCDUOXHFNUCKK-UHFFFAOYSA-N	CNC(=S)NC	0.676083	-0.240296
DTXSID7027178	DSSTox_Substance_Id	DTXSID7027178	"1,1-Dimethoxyethane"	534-15-6	"1,1-Dimethoxyethane"	DTXCID207178	SPEUIVXLLWOEMJ-UHFFFAOYSA-N	COC(C)OC	1.55597	0.392819
DTXSID9025611	DSSTox_Substance_Id	DTXSID9025611	2-Methylfuran	534-22-5	2-Methylfuran	DTXCID405611	VQKFNUFAXTZWDK-UHFFFAOYSA-N	CC1=CC=CO1	6.39735	1.84972
DTXSID1022053	DSSTox_Substance_Id	DTXSID1022053	"4,6-Dinitro-o-cresol"	534-52-1	"2-Methyl-4,6-dinitrophenol"	DTXCID902053	ZXVONLUNISGICL-UHFFFAOYSA-N	CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O	3.16228	2.13076
DTXSID8024529	DSSTox_Substance_Id	DTXSID8024529	3-Methoxyaniline	536-90-3	3-Methoxyaniline	DTXCID604529	NCBZRJODKRCREW-UHFFFAOYSA-N	COC1=CC=CC(N)=C1	6.32412	0.931036
DTXSID5046190	DSSTox_Substance_Id	DTXSID5046190	Amanozine	537-17-7	"N~2~-Phenyl-1,3,5-triazine-2,4-diamine"	DTXCID3026190	YMFGJWGABDOFID-UHFFFAOYSA-N	NC1=NC(NC2=CC=CC=C2)=NC=N1	3.14775	1.70779
DTXSID6024412	DSSTox_Substance_Id	DTXSID6024412	N-Acetyl-m-toluidine	537-92-8	N-(3-Methylphenyl)acetamide	DTXCID304412	ALMHSXDYCFOZQD-UHFFFAOYSA-N	CC(=O)NC1=CC=CC(C)=C1	2.88403	1.67474
DTXSID6021375	DSSTox_Substance_Id	DTXSID6021375	Tricaprylin	538-23-8	"Propane-1,2,3-triyl trioctanoate"	DTXCID801375	VLPFTAMPNXLGLX-UHFFFAOYSA-N	CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC	7.4131	6.47245
DTXSID2020399	DSSTox_Substance_Id	DTXSID2020399	"4,4'-Diaminoazobenzene"	538-41-0	"4,4'-[(E)-Diazenediyl]dianiline"	DTXCID80399	KQIKKETXZQDHGE-FOCLMDBBSA-N	NC1=CC=C(C=C1)\N=N\C1=CC=C(N)C=C1	26.9774	2.41202
DTXSID6024599	DSSTox_Substance_Id	DTXSID6024599	Benzyl sulfide	538-74-9	"1,1'-[Sulfanediylbis(methylene)]dibenzene"	DTXCID704599	LUFPJJNWMYZRQE-UHFFFAOYSA-N	C(SCC1=CC=CC=C1)C1=CC=CC=C1	290.402	4.22892
DTXSID1023817	DSSTox_Substance_Id	DTXSID1023817	Dicyclohexylcarbodiimide	538-75-0	"N,N'-Dicyclohexylmethanediimine"	DTXCID003817	QOSSAOTZNIDXMA-UHFFFAOYSA-N	C1CCC(CC1)N=C=NC1CCCCC1	 	3.98974
DTXSID6027181	DSSTox_Substance_Id	DTXSID6027181	Isobutylbenzene	538-93-2	(2-Methylpropyl)benzene	DTXCID707181	KXUHSQYYJYAXGZ-UHFFFAOYSA-N	CC(C)CC1=CC=CC=C1	426.58	4.43832
DTXSID8047058	DSSTox_Substance_Id	DTXSID8047058	Ethyl levulinate	539-88-8	Ethyl 4-oxopentanoate	DTXCID6027058	GMEONFUTDYJSNV-UHFFFAOYSA-N	CCOC(=O)CCC(C)=O	3.8815	0.509558
DTXSID0047581	DSSTox_Substance_Id	DTXSID0047581	n-Amyl caproate	540-07-8	Pentyl hexanoate	DTXCID8027581	WRFZKAGPPQGDDQ-UHFFFAOYSA-N	CCCCCOC(=O)CCCCC	46.8813	4.24187
DTXSID4041604	DSSTox_Substance_Id	DTXSID4041604	n-Amyl butyrate	540-18-1	Pentyl butanoate	DTXCID2021604	CFNJLPHOBMVMNS-UHFFFAOYSA-N	CCCCCOC(=O)CCC	33.1131	3.28033
DTXSID4052186	DSSTox_Substance_Id	DTXSID4052186	4-Iodophenol	540-38-5	4-Iodophenol	DTXCID4030756	VSMDINRNYYEDRN-UHFFFAOYSA-N	OC1=CC=C(I)C=C1	12.106	2.90998
DTXSID8020200	DSSTox_Substance_Id	DTXSID8020200	2-Bromo-1-ethanol	540-51-2	2-Bromoethan-1-ol	DTXCID20200	LDLCZOVUSADOIV-UHFFFAOYSA-N	OCCBr	2.46604	0.230097
DTXSID8024991	DSSTox_Substance_Id	DTXSID8024991	"1,2-Dichloroethylene"	540-59-0	"1,2-Dichloroethene"	DTXCID304991	KFUSEUYYWQURPO-UHFFFAOYSA-N	ClC=CCl	11.1173	1.85973
DTXSID7024370	DSSTox_Substance_Id	DTXSID7024370	"2,2,4-Trimethylpentane"	540-84-1	"2,2,4-Trimethylpentane"	DTXCID104370	NHTMVDHEPJAVLT-UHFFFAOYSA-N	CC(C)CC(C)(C)C	734.514	3.84892
DTXSID1022055	DSSTox_Substance_Id	DTXSID1022055	tert-Butyl acetate	540-88-5	tert-Butyl acetate	DTXCID702055	WMOVHXAZOJBABW-UHFFFAOYSA-N	CC(=O)OC(C)(C)C	6.98232	1.75839
DTXSID1027186	DSSTox_Substance_Id	DTXSID1027186	Ethyl chloroformate	541-41-3	Ethyl carbonochloridate	DTXCID707186	RIFGWPKJUGCATF-UHFFFAOYSA-N	CCOC(Cl)=O	3.25837	0.0767296
DTXSID2047145	DSSTox_Substance_Id	DTXSID2047145	"3,3-Dimethylacrylic acid"	541-47-9	3-Methylbut-2-enoic acid	DTXCID0027145	YYPNJNDODFVZLE-UHFFFAOYSA-N	CC(C)=CC(O)=O	2.01837	0.896842
DTXSID2034968	DSSTox_Substance_Id	DTXSID2034968	"2,4-Dithiobiuret"	541-53-7	2-Imidodithiodicarbonic diamide	DTXCID0014968	JIRRNZWTWJGJCT-UHFFFAOYSA-N	NC(=S)NC(N)=S	1.87068	-0.299004
DTXSID3049417	DSSTox_Substance_Id	DTXSID3049417	Maleimide	541-59-3	"1H-Pyrrole-2,5-dione"	DTXCID2029377	PEEHTFAAVSWFBL-UHFFFAOYSA-N	O=C1NC(=O)C=C1	0.615177	-0.290214
DTXSID6022056	DSSTox_Substance_Id	DTXSID6022056	"1,3-Dichlorobenzene"	541-73-1	"1,3-Dichlorobenzene"	DTXCID102056	ZPQOPVIELGIULI-UHFFFAOYSA-N	ClC1=CC(Cl)=CC=C1	387.258	3.52932
DTXSID9046233	DSSTox_Substance_Id	DTXSID9046233	Carbocloral	541-79-7	"Ethyl (2,2,2-trichloro-1-hydroxyethyl)carbamate"	DTXCID7026233	ITMSAWKLJVGBIT-UHFFFAOYSA-N	CCOC(=O)NC(O)C(Cl)(Cl)Cl	1.90108	1.83839
DTXSID5029186	DSSTox_Substance_Id	DTXSID5029186	Acetoguanamine	542-02-9	"6-Methyl-1,3,5-triazine-2,4-diamine"	DTXCID909186	NJYZCEFQAIUHSD-UHFFFAOYSA-N	CC1=NC(N)=NC(N)=N1	0.787046	-0.263736
DTXSID6044438	DSSTox_Substance_Id	DTXSID6044438	Tetrahydro-2H-pyran-2-one	542-28-9	Oxan-2-one	DTXCID4024438	OZJPLYNZGCXSJM-UHFFFAOYSA-N	O=C1CCCCO1	 	-0.348966
DTXSID3020750	DSSTox_Substance_Id	DTXSID3020750	Isobutyl nitrite	542-56-3	2-Methylpropyl nitrite	DTXCID70750	APNSGVMLAYLYCT-UHFFFAOYSA-N	CC(C)CON=O	 	1.44913
DTXSID4030336	DSSTox_Substance_Id	DTXSID4030336	3-Chloropropionitrile	542-76-7	3-Chloropropanenitrile	DTXCID2010336	GNHMRTZZNHZDDM-UHFFFAOYSA-N	ClCCC#N	4.72063	0.180902
DTXSID8020173	DSSTox_Substance_Id	DTXSID8020173	bis(Chloromethyl) ether	542-88-1	Chloro(chloromethoxy)methane	DTXCID40173	HRQGCQVOJVTVLU-UHFFFAOYSA-N	ClCOCCl	3.47536	0.839152
DTXSID1047158	DSSTox_Substance_Id	DTXSID1047158	2-Heptanol	543-49-7	Heptan-2-ol	DTXCID9027158	CETWDUZRCINIHU-UHFFFAOYSA-N	CCCCCC(C)O	11.1429	2.31001
DTXSID8046535	DSSTox_Substance_Id	DTXSID8046535	2-Amino-6-methylheptane	543-82-8	6-Methylheptan-2-amine	DTXCID6026535	QNIVIMYXGGFTAK-UHFFFAOYSA-N	CC(C)CCCC(C)N	15.4882	2.47166
DTXSID8052198	DSSTox_Substance_Id	DTXSID8052198	Di-iso-amyl ether	544-01-4	3-Methyl-1-(3-methylbutoxy)butane	DTXCID3030769	AQZGPSLYZOOYQP-UHFFFAOYSA-N	CC(C)CCOCCC(C)C	41.3047	4.24979
DTXSID8049418	DSSTox_Substance_Id	DTXSID8049418	N-Butylnitrite	544-16-1	Butyl nitrite	DTXCID7029378	JQJPBYFTQAANLE-UHFFFAOYSA-N	CCCCON=O	 	1.45479
DTXSID6022058	DSSTox_Substance_Id	DTXSID6022058	Dibutyl sulfide	544-40-1	1-(Butylsulfanyl)butane	DTXCID902058	HTIRHQRTDBPHNZ-UHFFFAOYSA-N	CCCCSCCCC	42.8549	4.80716
DTXSID6021666	DSSTox_Substance_Id	DTXSID6021666	Tetradecanoic acid	544-63-8	Tetradecanoic acid	DTXCID501666	TUNFSRHWOTWDNC-UHFFFAOYSA-N	CCCCCCCCCCCCCC(O)=O	33.4965	6.10961
DTXSID0027195	DSSTox_Substance_Id	DTXSID0027195	Hexadecane	544-76-3	Hexadecane	DTXCID607195	DCAYPVUWAIABOU-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC	349.945	8.07999
DTXSID0049317	DSSTox_Substance_Id	DTXSID0049317	1-Iodohexadecane	544-77-4	1-Iodohexadecane	DTXCID9029273	KMWHQYDMBYABKL-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCI	 	9.08602
DTXSID0021672	DSSTox_Substance_Id	DTXSID0021672	Trichloroacetonitrile	545-06-2	Trichloroacetonitrile	DTXCID201672	DRUIESSIVFYOMK-UHFFFAOYSA-N	ClC(Cl)(Cl)C#N	6.26614	2.08955
DTXSID1046425	DSSTox_Substance_Id	DTXSID1046425	Sulfacarbamide	547-44-4	4-Amino-N-carbamoylbenzene-1-sulfonamide	DTXCID9026425	WVAKABMNNSMCDK-UHFFFAOYSA-N	NC(=O)NS(=O)(=O)C1=CC=C(N)C=C1	0.381944	-0.505198
DTXSID0027197	DSSTox_Substance_Id	DTXSID0027197	Methyl 2-hydroxypropanoate	547-64-8	Methyl 2-hydroxypropanoate	DTXCID407197	LPEKGGXMPWTOCB-UHFFFAOYSA-N	COC(=O)C(C)O	0.963829	-0.407489
DTXSID1046136	DSSTox_Substance_Id	DTXSID1046136	Loretin	547-91-1	8-Hydroxy-7-iodoquinoline-5-sulfonic acid	DTXCID9026136	ZBJWWKFMHOAPNS-UHFFFAOYSA-N	OC1=C2N=CC=CC2=C(C=C1I)S(O)(=O)=O	10.4472	2.17482
DTXSID0023660	DSSTox_Substance_Id	DTXSID0023660	Thiphenamil	82-99-5	S-[2-(Diethylamino)ethyl] diphenylethanethioate	DTXCID303660	WHLUQAYNVOGZST-UHFFFAOYSA-N	CCN(CC)CCSC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1	 	3.7348
DTXSID5027198	DSSTox_Substance_Id	DTXSID5027198	N-Methylphthalimide	550-44-7	"2-Methyl-1H-isoindole-1,3(2H)-dione"	DTXCID807198	ZXLYYQUMYFHCLQ-UHFFFAOYSA-N	CN1C(=O)C2=C(C=CC=C2)C1=O	2.30675	1.30934
DTXSID8025703	DSSTox_Substance_Id	DTXSID8025703	alpha-Naphylisothiocyanate	551-06-4	1-Isothiocyanatonaphthalene	DTXCID105703	JBDOSUUXMYMWQH-UHFFFAOYSA-N	S=C=NC1=CC=CC2=CC=CC=C12	 	4.33936
DTXSID7046097	DSSTox_Substance_Id	DTXSID7046097	6-Aminopenicillanic acid	551-16-6	"(2S,5R,6R)-6-Amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"	DTXCID5026097	NGHVIOIJCVXTGV-ALEPSDHESA-N	CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(O)=O	0.528445	-1.38196
DTXSID4052213	DSSTox_Substance_Id	DTXSID4052213	2'-Aminoacetophenone	551-93-9	1-(2-Aminophenyl)ethan-1-one	DTXCID6030784	GTDQGKWDWVUKTI-UHFFFAOYSA-N	CC(=O)C1=CC=CC=C1N	3.69828	1.62671
DTXSID5025738	DSSTox_Substance_Id	DTXSID5025738	2-Nitrobenzoic acid	552-16-9	2-Nitrobenzoic acid	DTXCID005738	SLAMLWHELXOEJZ-UHFFFAOYSA-N	OC(=O)C1=CC=CC=C1[N+]([O-])=O	2.10378	1.46571
DTXSID3046081	DSSTox_Substance_Id	DTXSID3046081	Thymol iodide	552-22-7	"2,2'-Dimethyl-5,5'-di(propan-2-yl)[1,1'-biphenyl]-4,4'-diyl dihypoiodite"	DTXCID1026081	SHOKWSLXDAIZPP-UHFFFAOYSA-N	CC(C)C1=C(OI)C=C(C)C(=C1)C1=CC(C(C)C)=C(OI)C=C1C	 	5.57429
DTXSID7026235	DSSTox_Substance_Id	DTXSID7026235	Trimellitic anhydride	552-30-7	"1,3-Dioxo-1,3-dihydro-2-benzofuran-5-carboxylic acid"	DTXCID906235	SRPWOOOHEPICQU-UHFFFAOYSA-N	OC(=O)C1=CC=C2C(=O)OC(=O)C2=C1	 	-0.593901
DTXSID5044441	DSSTox_Substance_Id	DTXSID5044441	1-(Chloromethyl)-2-methylbenzene	552-45-4	1-(Chloromethyl)-2-methylbenzene	DTXCID3024441	VQRBXYBBGHOGFT-UHFFFAOYSA-N	CC1=CC=CC=C1CCl	51.2861	3.20001
DTXSID0022060	DSSTox_Substance_Id	DTXSID0022060	2-Nitrobenzaldehyde	552-89-6	2-Nitrobenzaldehyde	DTXCID002060	CMWKITSNTDAEDT-UHFFFAOYSA-N	[O-][N+](=O)C1=C(C=O)C=CC=C1	 	1.737
DTXSID3046405	DSSTox_Substance_Id	DTXSID3046405	Guaiacol carbonate	553-17-3	Bis(2-methoxyphenyl) carbonate	DTXCID1026405	ORUJFMPWKPVXLZ-UHFFFAOYSA-N	COC1=CC=CC=C1OC(=O)OC1=CC=CC=C1OC	 	2.73819
DTXSID2027200	DSSTox_Substance_Id	DTXSID2027200	"4,4'-Bipyridine"	553-26-4	"4,4'-Bipyridine"	DTXCID107200	MWVTWFVJZLCBMC-UHFFFAOYSA-N	C1=CC(=CC=N1)C1=CC=NC=C1	27.1644	1.28429
DTXSID6020933	DSSTox_Substance_Id	DTXSID6020933	Nicotinic acid hydrazide	553-53-7	Pyridine-3-carbohydrazide	DTXCID40933	KFUSANSHCADHNJ-UHFFFAOYSA-N	NNC(=O)C1=CC=CN=C1	 	-0.368883
DTXSID1024966	DSSTox_Substance_Id	DTXSID1024966	"2,4-Dichloroaniline"	554-00-7	"2,4-Dichloroaniline"	DTXCID404966	KQCMTOWTPBNWDB-UHFFFAOYSA-N	NC1=CC=C(Cl)C=C1Cl	39.0841	2.77826
DTXSID7027201	DSSTox_Substance_Id	DTXSID7027201	Methyl propanoate	554-12-1	Methyl propanoate	DTXCID507201	RJUFJBKOKNCXHH-UHFFFAOYSA-N	CCC(=O)OC	1.95884	0.829157
DTXSID2025765	DSSTox_Substance_Id	DTXSID2025765	3-Nitrophenol	554-84-7	3-Nitrophenol	DTXCID705765	RTZZCYNQPHTPPL-UHFFFAOYSA-N	OC1=CC=CC(=C1)[N+]([O-])=O	6.91831	2.0005
DTXSID8021488	DSSTox_Substance_Id	DTXSID8021488	"1,3,5-Benzenetricarboxylic acid"	554-95-0	"Benzene-1,3,5-tricarboxylic acid"	DTXCID501488	QMKYBPDZANOJGF-UHFFFAOYSA-N	OC(=O)C1=CC(=CC(=C1)C(O)=O)C(O)=O	0.108643	0.992972
DTXSID8046169	DSSTox_Substance_Id	DTXSID8046169	Tripalmitin	555-44-2	"Propane-1,2,3-triyl trihexadecanoate"	DTXCID6026169	PVNIQBQSYATKKL-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC	 	8.71141
DTXSID4020666	DSSTox_Substance_Id	DTXSID4020666	Glycidol	556-52-5	(Oxiran-2-yl)methanol	DTXCID60666	CTKINSOISVBQLD-UHFFFAOYSA-N	OCC1CO1	1.10408	-0.948701
DTXSID2027204	DSSTox_Substance_Id	DTXSID2027204	Methyl isothiocyanate	556-61-6	Isothiocyanatomethane	DTXCID707204	LGDSHSYDSCRFAB-UHFFFAOYSA-N	CN=C=S	 	0.939946
DTXSID2027206	DSSTox_Substance_Id	DTXSID2027206	3-Methyl-2-buten-1-ol	556-82-1	3-Methylbut-2-en-1-ol	DTXCID507206	ASUAYTHWZCLXAN-UHFFFAOYSA-N	CC(C)=CCO	4.31519	0.886415
DTXSID4024222	DSSTox_Substance_Id	DTXSID4024222	Nitroguanidine	556-88-7	N-Nitroguanidine	DTXCID204222	IDCPFAYURAQKDZ-UHFFFAOYSA-N	NC(=N)N[N+]([O-])=O	 	-0.890415
DTXSID1027211	DSSTox_Substance_Id	DTXSID1027211	"3,3-Dimethyl-1-butene"	558-37-2	"3,3-Dimethylbut-1-ene"	DTXCID807211	PKXHXOTZMFCXSH-UHFFFAOYSA-N	CC(C)(C)C=C	36.5595	1.82416
DTXSID0049319	DSSTox_Substance_Id	DTXSID0049319	"3,3-Dimethylpentane"	562-49-2	"3,3-Dimethylpentane"	DTXCID9029275	AEXMKKGTQYQZCS-UHFFFAOYSA-N	CCC(C)(C)CC	247.742	3.79135
DTXSID4044824	DSSTox_Substance_Id	DTXSID4044824	4-Methyl-1-(1-methylethyl)-3-cyclohexen-1-ol	562-74-3	4-Methyl-1-(propan-2-yl)cyclohex-3-en-1-ol	DTXCID2024824	WRYLYDPHFGVWKC-UHFFFAOYSA-N	CC(C)C1(O)CCC(C)=CC1	13.5831	3.25777
DTXSID4026216	DSSTox_Substance_Id	DTXSID4026216	"Phosphoric acid, tris(3-methylphenyl) ester"	563-04-2	Tris(3-methylphenyl) phosphate	DTXCID706216	RMLPZKRPSQVRAB-UHFFFAOYSA-N	CC1=CC=CC(OP(=O)(OC2=CC(C)=CC=C2)OC2=CC(C)=CC=C2)=C1	96.6051	5.1354
DTXSID1020279	DSSTox_Substance_Id	DTXSID1020279	3-Chloro-2-methylpropene	563-47-3	3-Chloro-2-methylprop-1-ene	DTXCID30279	OHXAOPZTJOUYKM-UHFFFAOYSA-N	CC(=C)CCl	10.8393	2.13036
DTXSID1029910	DSSTox_Substance_Id	DTXSID1029910	"1,1-Dichloropropene"	563-58-6	"1,1-Dichloroprop-1-ene"	DTXCID009910	ZAIDIVBQUMFXEC-UHFFFAOYSA-N	CC=C(Cl)Cl	16.9824	2.04521
DTXSID0022062	DSSTox_Substance_Id	DTXSID0022062	3-Methyl-2-butanone	563-80-4	3-Methylbutan-2-one	DTXCID802062	SYBYTAAJFKOIEJ-UHFFFAOYSA-N	CC(C)C(C)=O	3.63915	0.841394
DTXSID4021634	DSSTox_Substance_Id	DTXSID4021634	3-Methyl-2-pentanone	565-61-7	3-Methylpentan-2-one	DTXCID801634	UIHCLUNTQKBZGK-UHFFFAOYSA-N	CCC(C)C(C)=O	6.74528	1.50958
DTXSID3038771	DSSTox_Substance_Id	DTXSID3038771	"2,4-Dimethylpentan-3-one"	565-80-0	"2,4-Dimethylpentan-3-one"	DTXCID1018771	HXVNBWAKAOHACI-UHFFFAOYSA-N	CC(C)C(=O)C(C)C	9.72747	1.86031
DTXSID3034113	DSSTox_Substance_Id	DTXSID3034113	4-Hydroxyandrostenedione	566-48-3	"4-Hydroxyandrost-4-ene-3,17-dione"	DTXCID1014113	OSVMTWJCGUFAOD-KZQROQTASA-N	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C	31.989	3.08553
DTXSID1021299	DSSTox_Substance_Id	DTXSID1021299	Chlorotrianisene	569-57-3	"1,1',1''-(2-Chloroethene-1,1,2-triyl)tris(4-methoxybenzene)"	DTXCID801299	BFPSDSIWYFKGBC-UHFFFAOYSA-N	COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1	324.34	5.72517
DTXSID8035423	DSSTox_Substance_Id	DTXSID8035423	"1,4-Dimethylnaphthalene"	571-58-4	"1,4-Dimethylnaphthalene"	DTXCID6015423	APQSQLNWAIULLK-UHFFFAOYSA-N	CC1=CC=C(C)C2=C1C=CC=C2	449.78	4.36744
DTXSID4049321	DSSTox_Substance_Id	DTXSID4049321	9-Bromophenanthrene	573-17-1	9-Bromophenanthrene	DTXCID9029277	RSQXKVWKJVUZDG-UHFFFAOYSA-N	BrC1=CC2=C(C=CC=C2)C2=C1C=CC=C2	233.346	5.0058
DTXSID4046236	DSSTox_Substance_Id	DTXSID4046236	Acetomenaphthone	573-20-6	"2-Methylnaphthalene-1,4-diyl diacetate"	DTXCID2026236	RYWSYCQQUDFMAU-UHFFFAOYSA-N	CC(=O)OC1=C2C=CC=CC2=C(OC(C)=O)C(C)=C1	36.9828	3.23236
