INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	IUPAC_NAME	DTXCID	INCHIKEY	SMILES	BIOCONCENTRATION_FACTOR	LOGP
DTXSID7032470	DSSTox_Substance_Id	DTXSID7032470	Propetamphos	31218-83-4	Propan-2-yl (2E)-3-{[(ethylamino)(methoxy)phosphorothioyl]oxy}but-2-enoate	DTXCID5012470	BZNDWPRGXNILMS-VQHVLOKHSA-N	CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C	 	3.81558
DTXSID8046402	DSSTox_Substance_Id	DTXSID8046402	Nifuroxime	6236/5/1	N-[(Z)-(5-Nitrofuran-2-yl)methylidene]hydroxylamine	DTXCID701333633	PTBKFATYSVLSSD-UTCJRWHESA-N	O\N=C/C1=CC=C(O1)[N+]([O-])=O	 	0.302312
DTXSID7051890	DSSTox_Substance_Id	DTXSID7051890	beta-Damascone	23726-91-2	"(2E)-1-(2,6,6-Trimethylcyclohex-1-en-1-yl)but-2-en-1-one"	DTXCID50210415	BGTBFNDXYDYBEY-FNORWQNLSA-N	C\C=C\C(=O)C1=C(C)CCCC1(C)C	 	4.00463
DTXSID1030604	DSSTox_Substance_Id	DTXSID1030604	(RS)-Abscisic acid	14375-45-2	"(2Z,4E)-5-(1-Hydroxy-2,6,6-trimethyl-4-oxocyclohex-2-en-1-yl)-3-methylpenta-2,4-dienoic acid"	DTXCID9010604	JLIDBLDQVAYHNE-LXGGSRJLSA-N	C\C(\C=C\C1(O)C(C)=CC(=O)CC1(C)C)=C\C(O)=O	2.56448	1.68767
DTXSID7049211	DSSTox_Substance_Id	DTXSID7049211	4-Nitrochalcone	1222-98-6	(2E)-3-(4-Nitrophenyl)-1-phenylprop-2-en-1-one	DTXCID9029067	WDZGGAFMGIOIQS-DHZHZOJOSA-N	[O-][N+](=O)C1=CC=C(\C=C\C(=O)C2=CC=CC=C2)C=C1	20.9894	3.40952
DTXSID6049303	DSSTox_Substance_Id	DTXSID6049303	"1,4-Dimethylamino-4-nitrostilbene"	4584-57-0	"N,N-Dimethyl-4-[(E)-2-(4-nitrophenyl)ethenyl]aniline"	DTXCID8029159	NVLSIZITFJRWPY-ONEGZZNKSA-N	CN(C)C1=CC=C(\C=C\C2=CC=C(C=C2)[N+]([O-])=O)C=C1	57.4116	2.79501
DTXSID0046856	DSSTox_Substance_Id	DTXSID0046856	Virginiamycin S1	23152-29-6	"N-[(6R,9S,10R,13S,15aS,22S,24aS)-22-Benzyl-6-ethyl-10,23-dimethyl-5,8,12,15,17,21,24-heptaoxo-13-phenyldocosahydro-12H-pyrido[2,1-f]pyrrolo[2,1-l][1,4,7,10,13,16]oxapentaazacyclononadecin-9-yl]-3-hydroxypyridine-2-carboxamide"	DTXCID501021676	FEPMHVLSLDOMQC-IYPFLVAKSA-N	[H][C@@]12CC(=O)CCN1C(=O)[C@]([H])(CC1=CC=CC=C1)N(C)C(=O)[C@@H]1CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@@H](NC2=O)C1=CC=CC=C1	 	3.47682
DTXSID5022982	DSSTox_Substance_Id	DTXSID5022982	Enalapril	75847-73-3	N-[(2S)-1-Ethoxy-1-oxo-4-phenylbutan-2-yl]-L-alanyl-L-proline	DTXCID202982	GBXSMTUPTTWBMN-XIRDDKMYSA-N	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O	0.972747	0.0736852
DTXSID6046185	DSSTox_Substance_Id	DTXSID6046185	Opiniazide	2779-55-7	"2,3-Dimethoxy-6-{[2-(pyridine-4-carbonyl)hydrazinylidene]methyl}benzoic acid"	DTXCID4026185	HSYFNANHKYNZNI-NVMNQCDNSA-N	COC1=CC=C(C=NNC(=O)C2=CC=NC=C2)C(C(O)=O)=C1OC	 	1.95033
DTXSID2040579	DSSTox_Substance_Id	DTXSID2040579	Parthenolide	20554-84-1	"(1aR,7aS,10aS,10bS)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one"	DTXCID0020579	KTEXNACQROZXEV-QLIGOWBFSA-N	CC1=CCC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1	 	2.91634
DTXSID6046761	DSSTox_Substance_Id	DTXSID6046761	"3,6-Diacetylmorphine"	561-27-3	"17-Methyl-5alpha,6alpha-7,8-didehydro-4,5-epoxymorphinan-3,6-diyl diacetate"	DTXCID4026761	GVGLGOZIDCSQPN-PVHGPHFFSA-N	[H][C@@]12OC3=C(OC(C)=O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2OC(C)=O	20.893	1.58076
DTXSID0048975	DSSTox_Substance_Id	DTXSID0048975	Enalapril acid	76420-72-9	N-[(1S)-1-Carboxy-3-phenylpropyl]-L-alanyl-L-proline	DTXCID301265905	LZFZMUMEGBBDTC-QEJZJMRPSA-N	C[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O	 	-0.734843
DTXSID7048821	DSSTox_Substance_Id	DTXSID7048821	Cefteram	82547-58-8	"(6R,7R)-7-{[(2E)-2-(2-Amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-[(5-methyl-2H-tetrazol-2-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"	DTXCID0028747	XSPUSVIQHBDITA-KXDGEKGBSA-N	CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(CN3N=NC(C)=N3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1	0.489779	0.639648
DTXSID3026279	DSSTox_Substance_Id	DTXSID3026279	Indigo dye	482-89-3	"2-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,2-dihydro-3H-indol-3-one"	DTXCID101022739	COHYTHOBJLSHDF-UHFFFAOYSA-N	O=C1C(NC2=C1C=CC=C2)=C1NC2=C(C=CC=C2)C1=O	 	3.71775
DTXSID0048763	DSSTox_Substance_Id	DTXSID0048763	Ubistatin A	759437-26-8	"7,7'-{(E)-Ethene-1,2-diylbis[(3-sulfo-4,1-phenylene)carbamoyl]}bis(8-hydroxyquinoline-5-sulfonic acid)"	DTXCID3028689	NNHYHQPZMITHQP-AATRIKPKSA-N	OC1=C2N=CC=CC2=C(C=C1C(=O)NC1=CC=C(\C=C\C2=CC=C(NC(=O)C3=C(O)C4=NC=CC=C4C(=C3)S(O)(=O)=O)C=C2S(O)(=O)=O)C(=C1)S(O)(=O)=O)S(O)(=O)=O	 	5.5054
DTXSID6040246	DSSTox_Substance_Id	DTXSID6040246	Sulindac sulfone	59973-80-7	[(1Z)-5-Fluoro-1-{[4-(methanesulfonyl)phenyl]methylidene}-2-methyl-1H-inden-3-yl]acetic acid	DTXCID4020246	MVGSNCBCUWPVDA-MFOYZWKCSA-N	CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)(=O)=O	12.7057	3.29074
DTXSID7046095	DSSTox_Substance_Id	DTXSID7046095	Pepstatin	26305-03-3	"N-(3-Methylbutanoyl)-L-valyl-N-[(3S,4S)-1-{[(2S)-1-{[(2S,3S)-1-carboxy-2-hydroxy-5-methylhexan-3-yl]amino}-1-oxopropan-2-yl]amino}-3-hydroxy-6-methyl-1-oxoheptan-4-yl]-L-valinamide"	DTXCID5026095	FAXGPCHRFPCXOO-LXTPJMTPSA-N	CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(O)=O	0.120226	0.57091
DTXSID3048310	DSSTox_Substance_Id	DTXSID3048310	Carbazochrome	69-81-8	"2-(3-Hydroxy-1-methyl-6-oxo-1,2,3,6-tetrahydro-5H-indol-5-ylidene)hydrazine-1-carboxamide"	DTXCID00809636	XSXCZNVKFKNLPR-UHFFFAOYSA-N	CN1CC(O)C2=CC(=NNC(N)=O)C(=O)C=C12	0.147231	0.427983
DTXSID5022774	DSSTox_Substance_Id	DTXSID5022774	Cefuroxime	55268-75-2	"(6R,7R)-3-[(Carbamoyloxy)methyl]-7-{[(2Z)-2-(furan-2-yl)-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"	DTXCID101768022	JFPVXVDWJQMJEE-IZRZKJBUSA-N	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CC=CO1	 	 
DTXSID0047327	DSSTox_Substance_Id	DTXSID0047327	MK-578	313994-79-5	"N-[(1R,3S,4S)-3-{[4-(3-Benzyl-1-ethyl-1H-pyrazol-5-yl)piperidin-1-yl]methyl}-4-(3-fluorophenyl)cyclopentyl]-N-methyl-D-valine"	DTXCID8027327	ZTENZJJCFACIAK-ADWVOTLJSA-N	CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(C[C@H]2C[C@@H](C[C@@H]2C2=CC=CC(F)=C2)N(C)[C@H](C(C)C)C(O)=O)CC1	2.97852	6.49733
DTXSID2023692	DSSTox_Substance_Id	DTXSID2023692	Trandolapril	87679-37-6	"(2S,3aR,7aS)-1-[(2S)-2-{[(2S)-1-Ethoxy-1-oxo-4-phenylbutan-2-yl]amino}propanoyl]octahydro-1H-indole-2-carboxylic acid"	DTXCID003692	VXFJYXUZANRPDJ-WTNASJBWSA-N	[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O	2.85102	1.79334
DTXSID4045929	DSSTox_Substance_Id	DTXSID4045929	Troxerutin	7085-55-4	"2-[3,4-Bis(2-hydroxyethoxy)phenyl]-5-hydroxy-7-(2-hydroxyethoxy)-4-oxo-4H-1-benzopyran-3-yl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside"	DTXCID2025929	IYVFNTXFRYQLRP-VVSTWUKXSA-N	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(OCCO)=C4)C3=O)C3=CC=C(OCCO)C(OCCO)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	 	0.461662
DTXSID1045950	DSSTox_Substance_Id	DTXSID1045950	Pregabalin	148553-50-8	(3S)-3-(Aminomethyl)-5-methylhexanoic acid	DTXCID9025950	AYXYPKUFHZROOJ-ZETCQYMHSA-N	CC(C)C[C@H](CN)CC(O)=O	1.96789	-1.99244
DTXSID2048907	DSSTox_Substance_Id	DTXSID2048907	Dihydroisocodeine	795-38-0	"3-Methoxy-17-methyl-5alpha-4,5-epoxymorphinan-6beta-ol"	DTXCID9028833	RBOXVHNMENFORY-KEMUOJQUSA-N	COC1=C2O[C@H]3[C@H](O)CC[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C	83.3681	1.66605
DTXSID0048686	DSSTox_Substance_Id	DTXSID0048686	Hydrocortisone acetate	1950/3/3	"(8xi,9xi,14xi)-11beta,17-Dihydroxy-3,20-dioxopregn-4-en-21-yl acetate"	DTXCID0028612	ALEXXDVDDISNDU-KPYZGQEZSA-N	CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C	8.20352	2.19259
DTXSID4025581	DSSTox_Substance_Id	DTXSID4025581	(+)-2-Methylbutyl-4-methoxybenzyladine-4'-aminocyannate	24140-30-5	(2S)-2-Methylbutyl (2E)-3-(4-{(E)-[(4-methoxyphenyl)methylidene]amino}phenyl)prop-2-enoate	DTXCID305581	FKZXVOQEYXOXAD-PECGGXDUSA-N	CC[C@H](C)COC(=O)\C=C\C1=CC=C(C=C1)\N=C\C1=CC=C(OC)C=C1	 	4.43503
DTXSID0022640	DSSTox_Substance_Id	DTXSID0022640	Aztreonam	78110-38-0	"2-({(Z)-[1-(2-Amino-1,3-thiazol-4-yl)-2-{[(2S,3S)-2-methyl-4-oxo-1-sulfoazetidin-3-yl]amino}-2-oxoethylidene]amino}oxy)-2-methylpropanoic acid"	DTXCID201508471	WZPBZJONDBGPKJ-VEHQQRBSSA-N	C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O	 	 
DTXSID2032558	DSSTox_Substance_Id	DTXSID2032558	Kresoxim-methyl	143390-89-0	Methyl (2E)-(methoxyimino){2-[(2-methylphenoxy)methyl]phenyl}acetate	DTXCID0012558	ZOTBXTZVPHCKPN-HTXNQAPBSA-N	CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1	75.3356	3.39857
DTXSID3046320	DSSTox_Substance_Id	DTXSID3046320	"(-)-(5S,8R)-Lisuride"	159701-44-7	"N,N-Diethyl-N'-(6-methyl-5alpha-9,10-didehydroergolin-8beta-yl)urea"	DTXCID1026320	BKRGVLQUQGGVSM-KDOFPFPSSA-N	CCN(CC)C(=O)N[C@H]1CN(C)[C@H]2CC3=CNC4=CC=CC(=C34)C2=C1	22.08	0.862763
DTXSID0044288	DSSTox_Substance_Id	DTXSID0044288	"5,5'-Indigotindisulfonic acid"	483-20-5	"3-Oxo-2-(3-oxo-5-sulfo-1,3-dihydro-2H-indol-2-ylidene)-2,3-dihydro-1H-indole-5-sulfonic acid"	DTXCID601022746	CFZXDJWFRVEWSR-UHFFFAOYSA-N	OS(=O)(=O)C1=CC2=C(NC(C2=O)=C2NC3=C(C=C(C=C3)S(O)(=O)=O)C2=O)C=C1	 	0.897575
DTXSID2042060	DSSTox_Substance_Id	DTXSID2042060	Isoborneol	124-76-5	"(1R,2R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol"	DTXCID0022060	DTGKSKDOIYIVQL-MRTMQBJTSA-N	CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2	37.6704	3.11093
DTXSID8023181	DSSTox_Substance_Id	DTXSID8023181	Ivermectin B1a	71827-03-7	"[2'R,2a(3)E,4E,5'S,6S,6'R,7S,8E,11R,15S,17aR,20R,20aR,20bS]-6'-[(2S)-Butan-2-yl]-20,20b-dihydroxy-5',6,8,19-tetramethyl-17-oxo-6,10,11,14,15,17,17a,20,20a,20b-decahydro-2H,7H-spiro[11,15-methanofuro[4,3,2-pq][2,6]benzodioxacyclooctadecine-13,2'-oxan]-7-yl 2,6-dideoxy-4-O-(2,6-dideoxy-3-O-methyl-alpha-L-arabino-hexopyranosyl)-3-O-methyl-alpha-L-arabino-hexopyranoside"	DTXCID303181	AZSNMRSAGSSBNP-XPNPUAGNSA-N	[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@@]4([H])C[C@H](OC)[C@@H](O[C@@]5([H])C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)[C@@H](C)CC)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O	 	2.70261
DTXSID0033960	DSSTox_Substance_Id	DTXSID0033960	Rifabutin	72559-06-9	"(9S,12E,14S,15R,16S,17R,18R,19R,20S,21S,22E,24Z)-6,18,20-Trihydroxy-14-methoxy-7,9,15,17,19,21,25-heptamethyl-1'-(2-methylpropyl)-5,10,26-trioxo-3,5,9,10-tetrahydrospiro[9,4-(epoxypentadeca[1,11,13]trienoimino)furo[2',3':7,8]naphtho[1,2-d]imidazole-2,4'-piperidin]-16-yl acetate"	DTXCID5010773	ATEBXHFBFRCZMA-VXTBVIBXSA-N	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21	 	4.49951
DTXSID2046549	DSSTox_Substance_Id	DTXSID2046549	Saralasin	34273-10-4	N-Methylglycyl-L-arginyl-L-valyl-L-tyrosyl-L-valyl-L-histidyl-L-prolyl-L-alanine	DTXCID0026549	PFGWGEPQIUAZME-NXSMLHPHSA-N	CNCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(O)=O	 	0.758618
DTXSID7046702	DSSTox_Substance_Id	DTXSID7046702	Ceftiofur	80370-57-6	"(6R,7R)-7-{[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-{[(furan-2-carbonyl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"	DTXCID5026702	ZBHXIWJRIFEVQY-IHMPYVIRSA-N	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSC(=O)C3=CC=CO3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1	 	-0.014668
DTXSID7022679	DSSTox_Substance_Id	DTXSID7022679	Biotin	58-85-5	"5-[(3aR,4S,6aS)-2-Oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid"	DTXCID201527506	YBJHBAHKTGYVGT-BKPPORCPSA-N	[H][C@@]12CS[C@@H](CCCCC(O)=O)[C@]1([H])NC(=O)N2	 	 
DTXSID0047034	DSSTox_Substance_Id	DTXSID0047034	"(2E,6Z)-1,1-diethoxynona-2,6-diene"	67674-36-6	"(2E,6Z)-1,1-Diethoxynona-2,6-diene"	DTXCID8027034	GCIRJCKOUVCUBZ-OFALOCIGSA-N	CCOC(OCC)\C=C\CC\C=C/CC	40.1791	4.42445
DTXSID4048648	DSSTox_Substance_Id	DTXSID4048648	Maxacalcitol	103909-75-7	"(1S,3R,5Z,7E,20S)-20-(3-Hydroxy-3-methylbutoxy)-9,10-secopregna-5,7,10-triene-1,3-diol"	DTXCID1028574	DTXXSJZBSTYZKE-ZDQKKZTESA-N	C[C@H](OCCC(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C	42.462	4.21079
DTXSID7022752	DSSTox_Substance_Id	DTXSID7022752	Cefatrizine	51627-14-6	"(6R,7R)-7-{[(2R)-2-Amino-2-(4-hydroxyphenyl)acetyl]amino}-8-oxo-3-{[(1H-1,2,3-triazol-4-yl)sulfanyl]methyl}-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"	DTXCID902752	UOCJDOLVGGIYIQ-PBFPGSCMSA-N	N[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSC3=CNN=N3)=C(N2C1=O)C(O)=O)C1=CC=C(O)C=C1	0.0250035	-0.267711
DTXSID7032638	DSSTox_Substance_Id	DTXSID7032638	Pyraclostrobin	175013-18-0	Methyl [2-({[1-(4-chlorophenyl)-1H-pyrazol-3-yl]oxy}methyl)phenyl]methoxycarbamate	DTXCID5012638	HZRSNVGNWUDEFX-UHFFFAOYSA-N	CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1	 	3.98987
DTXSID6037483	DSSTox_Substance_Id	DTXSID6037483	Acetochlor ESA	187022-11-3	2-[(Ethoxymethyl)(2-ethyl-6-methylphenyl)amino]-2-oxoethane-1-sulfonic acid	DTXCID4017483	HXAIQOCRALNGKB-UHFFFAOYSA-N	CCOCN(C(=O)CS(O)(=O)=O)C1=C(CC)C=CC=C1C	7.31139	2.39897
DTXSID1037567	DSSTox_Substance_Id	DTXSID1037567	Metolachlor ESA	171118-09-5	2-[(2-Ethyl-6-methylphenyl)(1-methoxypropan-2-yl)amino]-2-oxoethane-1-sulfonic acid	DTXCID9017567	CIGKZVUEZXGYSV-UHFFFAOYSA-N	CCC1=CC=CC(C)=C1N(C(C)COC)C(=O)CS(O)(=O)=O	9.95405	1.86625
DTXSID0047032	DSSTox_Substance_Id	DTXSID0047032	(-)-alpha-Cedrene	469-61-4	Cedr-8-ene	DTXCID801022504	IRAQOCYXUMOFCW-OSFYFWSMSA-N	[H][C@@]12CC[C@@H](C)[C@]11C[C@@H](C(C)=CC1)C2(C)C	 	4.92422
DTXSID3027405	DSSTox_Substance_Id	DTXSID3027405	"(2Z)-1,4-Dichlorobut-2-ene"	1476-11-5	"(2Z)-1,4-Dichlorobut-2-ene"	DTXCID607310	FQDIANVAWVHZIR-UPHRSURJSA-N	ClC\C=C/CCl	22.2844	2.05254
DTXSID5046855	DSSTox_Substance_Id	DTXSID5046855	Carbomycin A	4564-87-8	"(2S,3S,4R,6S)-6-{[(2R,3S,4R,5R,6S)-6-{[(3R,7R,8S,9S,10R,12R,14E)-7-(Acetyloxy)-8-methoxy-3,12-dimethyl-5,13-dioxo-10-(2-oxoethyl)-4,17-dioxabicyclo[14.1.0]heptadec-14-en-9-yl]oxy}-4-(dimethylamino)-5-hydroxy-2-methyloxan-3-yl]oxy}-4-hydroxy-2,4-dimethyloxan-3-yl 3-methylbutanoate"	DTXCID3026855	FQVHOULQCKDUCY-JXCZFYCESA-N	CO[C@H]1[C@@H](CC(=O)O[C@H](C)CC2OC2\C=C\C(=O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O	 	3.04035
DTXSID9047415	DSSTox_Substance_Id	DTXSID9047415	Ethyl linalool	10339-55-6	"(6E)-3,7-Dimethylnona-1,6-dien-3-ol"	DTXCID7027415	KRLBLPBPZSSIGH-CSKARUKUSA-N	CC\C(C)=C\CCC(C)(O)C=C	28.9734	3.27726
DTXSID8046292	DSSTox_Substance_Id	DTXSID8046292	Aconiazide	13410-86-1	(2-{(E)-[2-(Pyridine-4-carbonyl)hydrazinylidene]methyl}phenoxy)acetic acid	DTXCID6026292	MDFXJBQEWLCGHP-RQZCQDPDSA-N	OC(=O)COC1=C(\C=N\NC(=O)C2=CC=NC=C2)C=CC=C1	 	1.94529
DTXSID2027884	DSSTox_Substance_Id	DTXSID2027884	(2Z)-2-Pentenenitrile	25899-50-7	(2Z)-Pent-2-enenitrile	DTXCID307884	ISBHMJZRKAFTGE-ARJAWSKDSA-N	CC\C=C/C#N	 	0.0901959
DTXSID3032624	DSSTox_Substance_Id	DTXSID3032624	Kinoprene	42588-37-4	"Prop-2-yn-1-yl (2E,4E)-3,7,11-trimethyldodeca-2,4-dienoate"	DTXCID1012624	FZRBKIRIBLNOAM-WHVZTFIZSA-N	CC(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OCC#C	 	5.81761
DTXSID9046154	DSSTox_Substance_Id	DTXSID9046154	Cinflumide	64379-93-7	(2E)-N-Cyclopropyl-3-(3-fluorophenyl)prop-2-enamide	DTXCID7026154	NCOOUEIQXVWKTO-QPJJXVBHSA-N	FC1=CC(\C=C\C(=O)NC2CC2)=CC=C1	31.55	2.35462
DTXSID1045740	DSSTox_Substance_Id	DTXSID1045740	Midafotel	117414-74-1	(2R)-4-[(2E)-3-Phosphonoprop-2-en-1-yl]piperazine-2-carboxylic acid	DTXCID9025740	VZXMZMJSGLFKQI-ABVWVHJUSA-N	OC(=O)[C@H]1CN(C\C=C\P(O)(O)=O)CCN1	0.0648634	-0.280919
DTXSID0025997	DSSTox_Substance_Id	DTXSID0025997	13-cis-Retinal	472-86-6	(13cis)-Retinal	DTXCID805997	NCYCYZXNIZJOKI-HWCYFHEPSA-N	C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=O	 	6.60534
DTXSID1045742	DSSTox_Substance_Id	DTXSID1045742	Cinalukast	128312-51-6	"4-{3-[(E)-2-(4-Cyclobutyl-1,3-thiazol-2-yl)ethenyl]anilino}-2,2-diethyl-4-oxobutanoic acid"	DTXCID9025742	BZMKNPGKXJAIDV-VAWYXSNFSA-N	CCC(CC)(CC(=O)NC1=CC=CC(\C=C\C2=NC(=CS2)C2CCC2)=C1)C(O)=O	3.02691	2.8532
DTXSID7045998	DSSTox_Substance_Id	DTXSID7045998	Rifaximin	80621-81-4	"(2S,16Z,18E,20S,21S,22R,23R,24R,25S,26R,27S,28E)-5,6,21,23-Tetrahydroxy-27-methoxy-2,4,11,16,20,22,24,26-octamethyl-1,15-dioxo-1,2-dihydro-2,7-(epoxypentadeca[1,11,13]trienoimino)furo[2'',3'':7',8']naphtho[1',2':4,5]imidazo[1,2-a]pyridin-25-yl acetate"	DTXCID5025998	NZCRJKRKKOLAOJ-XRCRFVBUSA-N	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C2N=C2C=C(C)C=CN12	 	3.14485
DTXSID2040363	DSSTox_Substance_Id	DTXSID2040363	Diniconazole	83657-24-3	"(1E)-1-(2,4-Dichlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)pent-1-en-3-ol"	DTXCID0020363	FBOUIAKEJMZPQG-AWNIVKPZSA-N	CC(C)(C)C(O)C(=C/C1=C(Cl)C=C(Cl)C=C1)\N1C=NC=N1	161.436	4.29719
DTXSID6035285	DSSTox_Substance_Id	DTXSID6035285	"9,12-Tetradecadien-1-ol, 1-acetate, (9E,12Z)-"	31654-77-0	"(9E,12Z)-Tetradeca-9,12-dien-1-yl acetate"	DTXCID40809534	ZZGJZGSVLNSDPG-WWVFNRLHSA-N	C\C=C/C\C=C\CCCCCCCCOC(C)=O	89.1251	6.06642
DTXSID3046663	DSSTox_Substance_Id	DTXSID3046663	Lumefantrine	82186-77-4	"2-(Dibutylamino)-1-{(9Z)-2,7-dichloro-9-[(4-chlorophenyl)methylidene]-9H-fluoren-4-yl}ethan-1-ol"	DTXCID1026663	DYLGFOYVTXJFJP-MYYYXRDXSA-N	CCCCN(CCCC)CC(O)C1=C2C3=CC=C(Cl)C=C3\C(=C\C3=CC=C(Cl)C=C3)C2=CC(Cl)=C1	592.925	9.55343
DTXSID2048167	DSSTox_Substance_Id	DTXSID2048167	FR 409	138472-01-2	"(2E,3E)-4-Ethyl-2-(hydroxyimino)-5-nitrohex-3-enamide"	DTXCID2028141	MZAGXDHQGXUDDX-AGLLBGTNSA-N	CC\C(=C/C(=N\O)/C(N)=O)C(C)[N+]([O-])=O	 	0.110502
DTXSID2048743	DSSTox_Substance_Id	DTXSID2048743	Cefditorin pivoxil	117467-28-4	"[(2,2-Dimethylpropanoyl)oxy]methyl (6R,7R)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-[(Z)-2-(4-methyl-1,3-thiazol-5-yl)ethenyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"	DTXCID5028669	AFZFFLVORLEPPO-UVYJNCLZSA-N	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(\C=C/C3=C(C)N=CS3)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)C1=CSC(N)=N1	 	0.852925
